CIS	CISLabel	BN	BNlabel	NIMED	UCD13
CIS67732872	EPHEDRINE RENAUDIN 30 mg/ml, solution injectable	http://www.romedi.fr/romedi/BNq30knf8hg8af775f5hfva46napf526g8	EPHEDRINE	14003	3400892307183
CIS67705850	EPHEDRINE AGUETTANT 30mg/ml, solution injectable	http://www.romedi.fr/romedi/BNq30knf8hg8af775f5hfva46napf526g8	EPHEDRINE	15947	3400892428451
CIS62892111	STALEVO 50 mg/12,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNtgt0aehdmol8nf4edv9ji13lcn33skkf	STALEVO	15170	3400892598116
CIS65927172	STALEVO 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNtgt0aehdmol8nf4edv9ji13lcn33skkf	STALEVO	14653	3400892597973
CIS65247735	STALEVO 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNtgt0aehdmol8nf4edv9ji13lcn33skkf	STALEVO	14654	3400892598055
CIS60929244	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29094	3400894093404
CIS60817925	LEVODOPA/CARBIDOPA/ENTACAPONE EG 50 mg/12.5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29938	3400894127154
CIS60843197	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	30182	3400894136729
CIS61396347	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	30187	3400894137498
CIS61186758	STALEVO 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNtgt0aehdmol8nf4edv9ji13lcn33skkf	STALEVO	26287	3400893873489
CIS61863085	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	30506	3400894137030
CIS63922746	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 50 mg/12,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29099	3400894094005
CIS63297052	LEVODOPA/CARBIDOPA/ENTACAPONE EG 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29934	3400894126782
CIS64595144	LEVODOPA/CARBIDOPA/ENTACAPONE EG 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29936	3400894126904
CIS64422676	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	30185	3400894137269
CIS65562898	ENTACAPONE MYLAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	26453	3400893868348
CIS65456667	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29095	3400894093572
CIS65675045	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29098	3400894093923
CIS65436636	LEVODOPA/CARBIDOPA/ENTACAPONE EG 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29939	3400894127215
CIS66037184	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	30505	3400894136897
CIS68826958	COMTAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN9rsrfu6q4hfqan9h5d86gk4fmhjso8gb	COMTAN	11552	3400892049168
CIS66851724	STALEVO 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNtgt0aehdmol8nf4edv9ji13lcn33skkf	STALEVO	22191	3400893219584
CIS68232927	STALEVO 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNtgt0aehdmol8nf4edv9ji13lcn33skkf	STALEVO	22195	3400893383384
CIS69044807	STALEVO 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNtgt0aehdmol8nf4edv9ji13lcn33skkf	STALEVO	22240	3400893383445
CIS66867148	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29100	3400894094173
CIS66794579	LEVODOPA/CARBIDOPA/ENTACAPONE EG 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29935	3400894126843
CIS67248405	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	30184	3400894136958
CIS68134034	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29096	3400894093633
CIS68485478	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29097	3400894093862
CIS68418180	LEVODOPA/CARBIDOPA/ENTACAPONE EG 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29933	3400894126614
CIS68080241	LEVODOPA/CARBIDOPA/ENTACAPONE EG 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	29937	3400894127093
CIS69355498	CORBILTA 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNfo9rtph44prr1dj7qncpv7t3up65fet8	CORBILTA	30863	3400894141860
CIS69910715	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 50 mg/12,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNl2hqpd0fu5mafp1hctr5r0u5jk4tc1hq	LEVODOPA/CARBIDOPA/ENTACAPONE	30186	3400894137320
CIS60557096	KETODERM 2 %, crème	http://www.romedi.fr/romedi/BN9o7qjme7189l284ufkctl49ag6gf48uu	KETODERM	24	3400891200362
CIS60502840	KETOCONAZOLE EG 2 %, gel en récipient-unidose	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	22282	3400893130834
CIS60034936	KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	24526	3400893141199
CIS62701346	KETOCONAZOLE ARROW 2 %, gel en récipient-unidose	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	24525	3400893137178
CIS66227874	KETOCONAZOLE ARROW 2 %, gel en sachet-dose	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	24524	3400893137000
CIS66873350	KETODERM 2 %, gel en sachet	http://www.romedi.fr/romedi/BN9o7qjme7189l284ufkctl49ag6gf48uu	KETODERM	7778	3400891516289
CIS67555436	KETODERM 2 %, gel en récipient unidose	http://www.romedi.fr/romedi/BN9o7qjme7189l284ufkctl49ag6gf48uu	KETODERM	7779	3400891516340
CIS66763498	KETOCONAZOLE SANDOZ 2 %, gel en récipient-unidose	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	24966	3400893244487
CIS69323162	KETOCONAZOLE BIOGARAN 2 %, gel en récipient unidose	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	24527	3400893141250
CIS69572441	KETOCONAZOLE MYLAN 2 %, gel en récipient unidose	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	24542	3400893218525
CIS69406163	KETOCONAZOLE HRA 200 mg, comprimé	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	27963	3400894020363
CIS69406163	KETOCONAZOLE HRA 200 mg, comprimé	http://www.romedi.fr/romedi/BN3c6s15hmvg142a81n4affdipbkqjbd29	KETOCONAZOLE	28427	3400894069799
CIS62444574	NAUTAMINE, comprimé sécable	http://www.romedi.fr/romedi/BNshp3i4v3p30phs3ns0ltuk2n7rdd8nb1	NAUTAMINE	2245	3400890612104
CIS61118337	VIDAZA 25 mg/ml poudre pour suspension injectable	http://www.romedi.fr/romedi/BNqaa72ont1iqs753picabhtr5cl99gark	VIDAZA	24141	3400892747620
CIS60160707	DEROXAT 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNcg987e2cktnp1973rveeo97uth644ec5	DEROXAT	8447	3400891700053
CIS65760638	DEROXAT 20 mg/10 ml, suspension buvable	http://www.romedi.fr/romedi/BNcg987e2cktnp1973rveeo97uth644ec5	DEROXAT	12416	3400892150734
CIS60945451	PAROXETINE SANDOZ 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	14709	3400892441696
CIS60546662	PAROXETINE MYLAN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	14705	3400892469553
CIS60040608	PAROXETINE RATIOPHARM 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	14704	3400892470504
CIS65320578	PAROXETINE ARROW 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	22887	3400892725857
CIS64854287	PAROXETINE BIOGARAN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	15163	3400892729640
CIS60945451	PAROXETINE SANDOZ 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	15917	3400892793344
CIS64941258	PAROXETINE ALMUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	25321	3400892894041
CIS64657756	PAROXETINE ZYDUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	24492	3400893019382
CIS66176497	PAROXETINE EG 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	15343	3400892787770
CIS66275029	PAROXETINE ALTER 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	23191	3400892893969
CIS65668830	PAROXETINE TEVA 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	25178	3400893478288
CIS68085224	DIVARIUS 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNl0rgi1o01pr0una079ka1gl3i5u7mndn	DIVARIUS	14361	3400892460277
CIS69188939	PAROXETINE EVOLUGEN 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	29550	3400892893730
CIS69314170	PAROXETINE ZENTIVA 20 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNof6t7nn3qulc6feekrca0n72cukhosnf	PAROXETINE	16106	3400892745268
CIS60940109	TUSSIDANE 1,5 mg/ml, sirop	http://www.romedi.fr/romedi/BNm7i9sefe7mt7vodgm314fecamlgk9fht	TUSSIDANE	14401	3400892507156
CIS60940109	TUSSIDANE 1,5 mg/ml, sirop	http://www.romedi.fr/romedi/BNm7i9sefe7mt7vodgm314fecamlgk9fht	TUSSIDANE	14402	3400892507217
CIS66367100	PULMODEXANE 300 mg/100 ml SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/BNpjiihicdd33sjgvjhsfnfuduhb8cjo1a	PULMODEXANE	13653	3400892305813
CIS60133432	TUSSIDANE 30 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNm7i9sefe7mt7vodgm314fecamlgk9fht	TUSSIDANE	26062	3400893770191
CIS63405058	FLUIMUCIL TOUX SECHE DEXTROMETHORPHANE 15 mg/5 ml ADULTES SANS SUCRE, solution buvable en sachet édulcorée à la saccharine sodique	http://www.romedi.fr/romedi/BNg8nu7jml2e7q5eqe5pb4al4jo4hctdnh	FLUIMUCIL TOUX SECHE DEXTROMETHORPHANE	29163	3400894116509
CIS65799705	DEXTROMETHORPHANE BIOGARAN 1,5 mg/mL SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/BN8vtu57e56o9nbol6gm4thj77rm0tpd3l	DEXTROMETHORPHANE	32467	3400894435785
CIS69874361	DEXTROCIDINE 0,3 %, sirop	http://www.romedi.fr/romedi/BNidkthcs48i7vudbjr5ros117e6q4g63n	DEXTROCIDINE	16172	3400891981629
CIS69767352	TUXIUM 30 mg, capsule	http://www.romedi.fr/romedi/BNj5315g8he0pmpk0kgg7u47qlk5j7nhm2	TUXIUM	2235	3400891350845
CIS68948990	NODEX ADULTES, sirop en récipient unidose	http://www.romedi.fr/romedi/BNsro3od5ptqj9i0ie78lg383len1fschs	NODEX	1756	3400891308105
CIS66819541	TUSSIDANE 1,5 mg/ml SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/BNm7i9sefe7mt7vodgm314fecamlgk9fht	TUSSIDANE	23737	3400893103111
CIS66819541	TUSSIDANE 1,5 mg/ml SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/BNm7i9sefe7mt7vodgm314fecamlgk9fht	TUSSIDANE	24046	3400893103289
CIS68948990	NODEX ADULTES, sirop en récipient unidose	http://www.romedi.fr/romedi/BNsro3od5ptqj9i0ie78lg383len1fschs	NODEX	26053	3400893715253
CIS65501436	VIRAMUNE 50 mg/5 ml, suspension buvable	http://www.romedi.fr/romedi/BNoi3higghss42arhr51tledhu380m2qmp	VIRAMUNE	11663	3400892033839
CIS63791738	VIRAMUNE 200 mg, comprimé	http://www.romedi.fr/romedi/BNoi3higghss42arhr51tledhu380m2qmp	VIRAMUNE	9583	3400891964769
CIS65256474	NEVIRAPINE MYLAN 200 mg, comprimé	http://www.romedi.fr/romedi/BNurvefgm3m93g1qtppcf70lb8fco34m8r	NEVIRAPINE	26466	3400893914106
CIS69410368	VIRAMUNE 400 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNoi3higghss42arhr51tledhu380m2qmp	VIRAMUNE	26283	3400893756416
CIS66890524	NEVIRAPINE TEVA LP 400 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNurvefgm3m93g1qtppcf70lb8fco34m8r	NEVIRAPINE	31572	3400894277286
CIS68759947	NEVIRAPINE CRISTERS LP 400 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/BNurvefgm3m93g1qtppcf70lb8fco34m8r	NEVIRAPINE	32163	3400894271192
CIS62554177	ENDOXAN 50 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNiq06nbdml9d157thmcoov81j101rnd7e	ENDOXAN	3399	3400890310833
CIS64635418	ENDOXAN 500 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/BNiq06nbdml9d157thmcoov81j101rnd7e	ENDOXAN	10540	3400890311083
CIS69586327	ENDOXAN 1000 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/BNiq06nbdml9d157thmcoov81j101rnd7e	ENDOXAN	8723	3400891679779
CIS68564413	CYCLOPHOSPHAMIDE SANDOZ 500 mg, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/BNi1vmc16ulke40dd055assfm4dhn6qum0	CYCLOPHOSPHAMIDE	30039	3400894124771
CIS69116135	CYCLOPHOSPHAMIDE SANDOZ 1000 mg, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/BNi1vmc16ulke40dd055assfm4dhn6qum0	CYCLOPHOSPHAMIDE	30038	3400894124603
CIS63463588	DIAMOX 500 mg, poudre et solvant pour préparation injectable	http://www.romedi.fr/romedi/BNu360sf638qsdogotimqqpeaq1ggs4du6	DIAMOX	10857	3400890263665
CIS68693244	DIAMOX 250 mg, comprimé sécable	http://www.romedi.fr/romedi/BNu360sf638qsdogotimqqpeaq1ggs4du6	DIAMOX	2931	3400890263436
CIS63369053	PARLODEL 2,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNuvtg99jpetk1r50uk0ntkc1icki8lsc9	PARLODEL	6031	3400890677967
CIS61606500	BROMOCRIPTINE ZENTIVA 2,5 mg, comprimé sécable	http://www.romedi.fr/romedi/BNl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	7966	3400891571400
CIS62504128	BROMOCRIPTINE ZENTIVA 2,5 mg lNHIBITION DE LA LACTATION, comprimé sécable	http://www.romedi.fr/romedi/BNl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	10673	3400891690774
CIS64141483	PARLODEL 5 mg, gélule	http://www.romedi.fr/romedi/BNuvtg99jpetk1r50uk0ntkc1icki8lsc9	PARLODEL	4365	3400891544725
CIS65539814	PARLODEL 2,5 mg inhibition de la lactation, comprimé sécable	http://www.romedi.fr/romedi/BNuvtg99jpetk1r50uk0ntkc1icki8lsc9	PARLODEL	24706	3400892922348
CIS66729097	PARLODEL 10 mg, gélule	http://www.romedi.fr/romedi/BNuvtg99jpetk1r50uk0ntkc1icki8lsc9	PARLODEL	4678	3400890678049
CIS67505668	BROMOCRIPTINE ZENTIVA 10 mg, gélule	http://www.romedi.fr/romedi/BNl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	7965	3400891571349
CIS68842663	BROMOCRIPTINE ZENTIVA 5 mg, gélule	http://www.romedi.fr/romedi/BNl4hf6jbangh12odgv773kdccb2ggt08e	BROMOCRIPTINE	7967	3400891571578
CIS62519799	SOTALEX 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNpg3gveipt5kepdvg5ia31lvju1i3j4h0	SOTALEX	3824	3400890864862
CIS64820630	SOTALEX 160 mg, comprimé sécable	http://www.romedi.fr/romedi/BNpg3gveipt5kepdvg5ia31lvju1i3j4h0	SOTALEX	1879	3400890864633
CIS65673980	SOTALOL MYLAN 160 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	11774	3400892105321
CIS60291941	SOTALOL CRISTERS 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	13711	3400892321950
CIS61852676	SOTALOL EG 160 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	13849	3400892269061
CIS61678318	SOTALOL BIOGARAN 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	13942	3400892353029
CIS62779793	SOTALOL ARROW 160 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	14094	3400892424897
CIS63037738	SOTALOL TEVA 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	14223	3400892474526
CIS62193524	SOTALOL SANDOZ 160 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	16384	3400892690407
CIS63931268	SOTALOL CRISTERS 160 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	13712	3400892321899
CIS65233835	SOTALOL BIOGARAN 160 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	13936	3400892352947
CIS66304687	SOTALOL SANDOZ 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	20973	3400892690575
CIS68629188	SOTALOL EG 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	13848	3400892269122
CIS69970484	SOTALOL MYLAN 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	11773	3400892105499
CIS67154354	SOTALOL ARROW 80 mg, comprimé sécable	http://www.romedi.fr/romedi/BNqs1ai53kku7psjvk1213to8ejkj51fb4	SOTALOL	14095	3400892424958
CIS60928936	ADEPAL, comprimé enrobé	http://www.romedi.fr/romedi/BNovn91qm8qdek8cvm1djsragc51khs72k	ADEPAL	5002	3400890011884
CIS64558256	MINIDRIL, comprimé enrobé	http://www.romedi.fr/romedi/BNba1ee6h93297efgu6foo0pqbjpb9pe5b	MINIDRIL	4583	3400890591539
CIS66349230	MIRENA 52 mg (20 microgrammes/24 heures), dispositif intra-utérin	http://www.romedi.fr/romedi/BNiaj1ff6l33mfhvp5c0vf9madg690dsmn	MIRENA	10737	3400891962178
CIS60812935	NORLEVO 1,5 mg, comprimé	http://www.romedi.fr/romedi/BNdj1nmpho1trkqh2ldcqs6ve2aemi84md	NORLEVO	14805	3400892626581
CIS63941294	DAILY, comprimé enrobé	http://www.romedi.fr/romedi/BN0qrmh4i230fn5h5kv0c7bn16lfnmrt44	DAILY	14488	3400892387376
CIS61109509	EVANECIA, comprimé enrobé	http://www.romedi.fr/romedi/BNd2t3hhmasp68taljqsb1rdeu7eqh4m9p	EVANECIA	24620	3400893266779
CIS66288222	PACILIA, comprimé enrobé	http://www.romedi.fr/romedi/BNsokhsgc69mec2epmrfhjf9m4bqgghrj3	PACILIA	24621	3400893313947
CIS60078078	LEVONORGESTREL EG 1,5 mg, comprimé	http://www.romedi.fr/romedi/BNmir992v1mtmbs3ljjas2074k00i3is5n	LEVONORGESTREL	30636	3400894178071
CIS61400411	OPTILOVA 20 microgrammes/100 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/BNnvggb0uak6dii5u232qnu96hcenv07cd	OPTILOVA	26265	3400893839591
CIS62351344	LEVONORGESTREL/ETHINYLESTRADIOL BIOGARAN 150 microgrammes/30 microgrammes, comprimé enrobé	http://www.romedi.fr/romedi/BN2tutac2uh2mjttn5b2h0r8n8takitnuo	LEVONORGESTREL/ETHINYLESTRADIOL	28569	3400894061526
CIS63099572	LEVONORGESTREL/ETHINYLESTRADIOL EG 100 microgrammes/20 microgrammes, comprimé enrobé	http://www.romedi.fr/romedi/BN2tutac2uh2mjttn5b2h0r8n8takitnuo	LEVONORGESTREL/ETHINYLESTRADIOL	29912	3400894097365
CIS63071085	OPTIDRIL 30 microgrammes/150 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/BNfgtad51qt5otl1iulac7u7fnsi0etrqs	OPTIDRIL	26419	3400893887677
CIS63905960	JAYDESS 13,5 mg, système de diffusion intra-utérin	http://www.romedi.fr/romedi/BNk2qip3aoga0b3a858jm24n5094l3i1kc	JAYDESS	27983	3400893996829
CIS64977368	SEASONIQUE 150 microgrammes/30 microgrammes + 10 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/BNaulq9vcqgmb4h3v100ivacigc9r7bc3t	SEASONIQUE	29497	3400894117858
CIS61171418	LEVONORGESTREL/ETHINYLESTRADIOL BIOGARAN 100 microgrammes/20 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/BN2tutac2uh2mjttn5b2h0r8n8takitnuo	LEVONORGESTREL/ETHINYLESTRADIOL	32311	3400894257936
CIS61848286	TRINORDIOL, comprimé enrobé	http://www.romedi.fr/romedi/BNblepmpfj3csvvsbnp4qc4drfpg1kte74	TRINORDIOL	485	3400894283669
CIS63463104	KYLEENA 19,5 milligrammes, système de diffusion intra-utérin	http://www.romedi.fr/romedi/BNnd4uh0nkjranusbbd7c5udssfgnh29gb	KYLEENA	32207	3400894356271
CIS68486929	MICROVAL, comprimé enrobé	http://www.romedi.fr/romedi/BN6ip153iv3228i2ehs24dokn4gu82pfc4	MICROVAL	498	3400890588348
CIS66595328	LUDEAL 0,15 mg/0,03 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN9jmoke0apsk523j6co2p8302qmtoqcoq	LUDEAL	14026	3400892352657
CIS66819566	LEELOO 0,1 mg/0,02 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNddd2arsen6mpe1aeohj2sj61gs066o1d	LEELOO	24630	3400893159460
CIS69491847	LOVAVULO 20 microgrammes/100 microgrammes, comprimé pelliculé	http://www.romedi.fr/romedi/BN9ul0rhbp656gghfb31426p3iig73v8qk	LOVAVULO	25230	3400893541593
CIS64676030	IMIGRANE 50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNq51fbacdnv2c166ukto5e4in7dqv43ph	IMIGRANE	11796	3400892109923
