diseaseWikidata	label	wikidata
Q5830653	cardiologie	Q10379
Q6058359	cardiologie	Q10379
Q6947906	cardiologie	Q10379
Q7045267	cardiologie	Q10379
Q7240236	cardiologie	Q10379
Q11788761	cardiologie	Q10379
Q7632441	cardiologie	Q10379
Q7644763	cardiologie	Q10379
Q12252367	cardiologie	Q10379
Q7918687	cardiologie	Q10379
Q16905725	cardiologie	Q10379
Q3640986	cardiologie	Q10379
Q3640984	cardiologie	Q10379
Q3658498	cardiologie	Q10379
Q17083190	cardiologie	Q10379
Q17091221	cardiologie	Q10379
Q17125239	cardiologie	Q10379
Q3725136	cardiologie	Q10379
Q17326470	cardiologie	Q10379
Q4008885	cardiologie	Q10379
Q4138746	cardiologie	Q10379
Q4216194	cardiologie	Q10379
Q8775887	cardiologie	Q10379
Q9008818	cardiologie	Q10379
Q18054140	cardiologie	Q10379
Q4710773	cardiologie	Q10379
Q18140710	cardiologie	Q10379
Q4797546	cardiologie	Q10379
Q4797547	cardiologie	Q10379
Q4862390	cardiologie	Q10379
Q4887962	cardiologie	Q10379
Q9358981	cardiologie	Q10379
Q9363854	cardiologie	Q10379
Q4930176	cardiologie	Q10379
Q18345704	cardiologie	Q10379
Q2032041	cardiologie	Q10379
Q2075261	cardiologie	Q10379
Q2088392	cardiologie	Q10379
Q2143688	cardiologie	Q10379
Q2151267	cardiologie	Q10379
Q2271749	cardiologie	Q10379
Q2280546	cardiologie	Q10379
Q2305174	cardiologie	Q10379
Q2450598	cardiologie	Q10379
Q2456424	cardiologie	Q10379
Q2477062	cardiologie	Q10379
Q2544879	cardiologie	Q10379
Q2555727	cardiologie	Q10379
Q2583597	cardiologie	Q10379
Q2823517	cardiologie	Q10379
Q2857923	cardiologie	Q10379
Q2857924	cardiologie	Q10379
Q2891261	cardiologie	Q10379
Q2938089	cardiologie	Q10379
Q3010352	cardiologie	Q10379
Q3049292	cardiologie	Q10379
Q3296793	cardiologie	Q10379
Q3304152	cardiologie	Q10379
Q3317156	cardiologie	Q10379
Q3348621	cardiologie	Q10379
Q3454355	cardiologie	Q10379
Q3508669	cardiologie	Q10379
Q3513620	cardiologie	Q10379
Q3616648	cardiologie	Q10379
Q3617336	cardiologie	Q10379
Q26492788	hématologie	Q103824
Q26492789	hématologie	Q103824
Q98844836	hématologie	Q103824
Q18555031	hématologie	Q103824
Q18555028	hématologie	Q103824
Q18555032	hématologie	Q103824
Q18555036	hématologie	Q103824
Q18555057	hématologie	Q103824
Q18555212	hématologie	Q103824
Q18555220	hématologie	Q103824
Q18555380	hématologie	Q103824
Q18556496	hématologie	Q103824
Q18556570	hématologie	Q103824
Q18556569	hématologie	Q103824
Q18557170	hématologie	Q103824
Q18557283	hématologie	Q103824
Q18558033	hématologie	Q103824
Q18558143	hématologie	Q103824
Q32146501	hématologie	Q103824
Q32146577	hématologie	Q103824
Q18975047	hématologie	Q103824
Q18975456	hématologie	Q103824
Q54945742	hématologie	Q103824
Q54971935	hématologie	Q103824
Q55082384	hématologie	Q103824
Q56014413	hématologie	Q103824
Q42868039	hématologie	Q103824
Q689985	chirurgie générale et digestive	Q932510
Q727153	chirurgie générale et digestive	Q932510
Q738153	chirurgie générale et digestive	Q932510
Q1066061	chirurgie générale et digestive	Q932510
Q1129121	chirurgie générale et digestive	Q932510
Q1324103	chirurgie générale et digestive	Q932510
Q1424612	chirurgie générale et digestive	Q932510
Q1647794	chirurgie générale et digestive	Q932510
Q376666	chirurgie générale et digestive	Q932510
Q388388	chirurgie générale et digestive	Q932510
Q16606544	allergologie	Q1046686
Q3155162	néonatalogie	Q898674
Q8071861	néonatalogie	Q898674
Q932843	endodontie	Q852143
Q10859678	néonatalogie	Q898674
Q520127	Parodontie	Q938196
Q471521	allergologie	Q1046686
Q783903	allergologie	Q1046686
Q970203	allergologie	Q1046686
Q548213	génétique médicale	Q1071953
Q548719	génétique médicale	Q1071953
Q557552	génétique médicale	Q1071953
Q558077	génétique médicale	Q1071953
Q558623	génétique médicale	Q1071953
Q560337	génétique médicale	Q1071953
Q567694	génétique médicale	Q1071953
Q568865	génétique médicale	Q1071953
Q572169	génétique médicale	Q1071953
Q572695	génétique médicale	Q1071953
Q574741	génétique médicale	Q1071953
Q579527	génétique médicale	Q1071953
Q579665	génétique médicale	Q1071953
Q580506	génétique médicale	Q1071953
Q584265	génétique médicale	Q1071953
Q585011	génétique médicale	Q1071953
Q594013	génétique médicale	Q1071953
Q610075	génétique médicale	Q1071953
Q612693	génétique médicale	Q1071953
Q618246	génétique médicale	Q1071953
Q619428	génétique médicale	Q1071953
Q632228	génétique médicale	Q1071953
Q633859	génétique médicale	Q1071953
Q635339	génétique médicale	Q1071953
Q650026	génétique médicale	Q1071953
Q660330	génétique médicale	Q1071953
Q662185	génétique médicale	Q1071953
Q666980	génétique médicale	Q1071953
Q667681	génétique médicale	Q1071953
Q669435	génétique médicale	Q1071953
Q688890	génétique médicale	Q1071953
Q693578	génétique médicale	Q1071953
Q708165	génétique médicale	Q1071953
Q733493	génétique médicale	Q1071953
Q737712	génétique médicale	Q1071953
Q741315	génétique médicale	Q1071953
Q744305	génétique médicale	Q1071953
Q744790	génétique médicale	Q1071953
Q746781	génétique médicale	Q1071953
Q748376	génétique médicale	Q1071953
Q749409	génétique médicale	Q1071953
Q752298	génétique médicale	Q1071953
Q757749	génétique médicale	Q1071953
Q769988	génétique médicale	Q1071953
Q772022	génétique médicale	Q1071953
Q774016	génétique médicale	Q1071953
Q776881	génétique médicale	Q1071953
Q779250	génétique médicale	Q1071953
Q781618	génétique médicale	Q1071953
Q795024	génétique médicale	Q1071953
Q827497	génétique médicale	Q1071953
Q829150	génétique médicale	Q1071953
Q385774	génétique médicale	Q1071953
Q386346	génétique médicale	Q1071953
Q387082	génétique médicale	Q1071953
Q388628	génétique médicale	Q1071953
Q390211	génétique médicale	Q1071953
Q390791	génétique médicale	Q1071953
Q400277	génétique médicale	Q1071953
Q403453	génétique médicale	Q1071953
Q403463	génétique médicale	Q1071953
Q419897	génétique médicale	Q1071953
Q431643	génétique médicale	Q1071953
Q432814	génétique médicale	Q1071953
Q457737	génétique médicale	Q1071953
Q459896	génétique médicale	Q1071953
Q471778	génétique médicale	Q1071953
Q474237	génétique médicale	Q1071953
Q474254	génétique médicale	Q1071953
Q474994	génétique médicale	Q1071953
Q478891	génétique médicale	Q1071953
Q484631	génétique médicale	Q1071953
Q492129	génétique médicale	Q1071953
Q498487	génétique médicale	Q1071953
Q521863	génétique médicale	Q1071953
Q523893	génétique médicale	Q1071953
Q525075	génétique médicale	Q1071953
Q525642	génétique médicale	Q1071953
Q529292	génétique médicale	Q1071953
Q535364	génétique médicale	Q1071953
Q541852	génétique médicale	Q1071953
Q2851545	urologie	Q105650
Q2860302	urologie	Q105650
Q3242950	urologie	Q105650
Q3270174	urologie	Q105650
Q3355380	urologie	Q105650
Q3508670	urologie	Q105650
Q3650514	urologie	Q105650
Q3678252	urologie	Q105650
Q3825881	urologie	Q105650
Q3874171	urologie	Q105650
Q166102	urologie	Q105650
Q179399	urologie	Q105650
Q184674	urologie	Q105650
Q221668	urologie	Q105650
Q246084	urologie	Q105650
Q280156	urologie	Q105650
Q281490	urologie	Q105650
Q372752	urologie	Q105650
Q382641	urologie	Q105650
Q385532	urologie	Q105650
Q401402	urologie	Q105650
Q467056	urologie	Q105650
Q506652	urologie	Q105650
Q506659	urologie	Q105650
Q540850	urologie	Q105650
Q549229	urologie	Q105650
Q584211	urologie	Q105650
Q612681	urologie	Q105650
Q632522	urologie	Q105650
Q676191	urologie	Q105650
Q730877	urologie	Q105650
Q736599	urologie	Q105650
Q761496	urologie	Q105650
Q774016	urologie	Q105650
Q778502	urologie	Q105650
Q782515	urologie	Q105650
Q794026	urologie	Q105650
Q794072	urologie	Q105650
Q874586	urologie	Q105650
Q874632	urologie	Q105650
Q924002	urologie	Q105650
Q1054718	urologie	Q105650
Q1069694	urologie	Q105650
Q1088059	urologie	Q105650
Q1122485	urologie	Q105650
Q1138584	urologie	Q105650
Q1146454	urologie	Q105650
Q1200839	urologie	Q105650
Q1344812	urologie	Q105650
Q1414480	urologie	Q105650
Q1434575	urologie	Q105650
Q1527711	urologie	Q105650
Q1542466	urologie	Q105650
Q1550521	urologie	Q105650
Q1553850	urologie	Q105650
Q1572538	urologie	Q105650
Q1585753	urologie	Q105650
Q1585769	urologie	Q105650
Q1593114	urologie	Q105650
Q1620444	urologie	Q105650
Q1671412	urologie	Q105650
Q1892153	urologie	Q105650
Q2013137	urologie	Q105650
Q2161625	urologie	Q105650
Q2299379	urologie	Q105650
Q2329041	urologie	Q105650
Q2339038	urologie	Q105650
Q2463884	urologie	Q105650
Q2500950	urologie	Q105650
Q2535470	urologie	Q105650
Q2638851	urologie	Q105650
Q156590	urologie	Q105650
Q25556	urologie	Q105650
Q119280	néphrologie	Q177635
Q200745	néphrologie	Q177635
Q18556797	otorhinolaryngologie	Q189553
Q18557904	otorhinolaryngologie	Q189553
Q18558167	otorhinolaryngologie	Q189553
Q58833947	otorhinolaryngologie	Q189553
Q58833953	otorhinolaryngologie	Q189553
Q18928105	otorhinolaryngologie	Q189553
Q54927859	otorhinolaryngologie	Q189553
Q54947378	otorhinolaryngologie	Q189553
Q54971494	otorhinolaryngologie	Q189553
Q55082207	otorhinolaryngologie	Q189553
Q55082332	otorhinolaryngologie	Q189553
Q55083528	otorhinolaryngologie	Q189553
Q56014508	otorhinolaryngologie	Q189553
Q129104	médecine vétérinaire	Q170201
Q154666	médecine vétérinaire	Q170201
Q15802235	oncologie	Q162555
Q11393885	oncologie	Q162555
Q11546777	oncologie	Q162555
Q11587685	oncologie	Q162555
Q11590740	oncologie	Q162555
Q16116595	oncologie	Q162555
Q11663712	oncologie	Q162555
Q11688946	oncologie	Q162555
Q11793790	oncologie	Q162555
Q11793793	oncologie	Q162555
Q11884185	oncologie	Q162555
Q7455060	oncologie	Q162555
Q7558248	oncologie	Q162555
Q7558253	oncologie	Q162555
Q7577496	oncologie	Q162555
Q7577703	oncologie	Q162555
Q12048781	oncologie	Q162555
Q7581954	oncologie	Q162555
Q7581957	oncologie	Q162555
Q7645976	oncologie	Q162555
Q7667895	oncologie	Q162555
Q7667896	oncologie	Q162555
Q7799620	oncologie	Q162555
Q7831293	oncologie	Q162555
Q7845637	oncologie	Q162555
Q16816779	oncologie	Q162555
Q7899541	oncologie	Q162555
Q7900422	oncologie	Q162555
Q7900855	oncologie	Q162555
Q7922592	oncologie	Q162555
Q7931125	oncologie	Q162555
Q16877679	oncologie	Q162555
Q16918477	oncologie	Q162555
Q16939433	oncologie	Q162555
Q17024798	oncologie	Q162555
Q17106360	oncologie	Q162555
Q17119512	oncologie	Q162555
Q17126784	oncologie	Q162555
Q17142640	oncologie	Q162555
Q12678120	oncologie	Q162555
Q17152512	oncologie	Q162555
Q8263002	oncologie	Q162555
Q12735648	oncologie	Q162555
Q12822297	oncologie	Q162555
Q17635591	oncologie	Q162555
Q13257137	oncologie	Q162555
Q13632630	oncologie	Q162555
Q13641482	oncologie	Q162555
Q9303625	oncologie	Q162555
Q9304843	oncologie	Q162555
Q15124212	oncologie	Q162555
Q17640201	oncologie	Q162555
Q17993333	oncologie	Q162555
Q18553357	oncologie	Q162555
Q18553364	oncologie	Q162555
Q18553389	oncologie	Q162555
Q18553400	oncologie	Q162555
Q18553445	oncologie	Q162555
Q18553680	oncologie	Q162555
Q18553681	oncologie	Q162555
Q18553760	oncologie	Q162555
Q18553794	oncologie	Q162555
Q18553795	oncologie	Q162555
Q18553792	oncologie	Q162555
Q18553793	oncologie	Q162555
Q18553796	oncologie	Q162555
Q18553797	oncologie	Q162555
Q18553805	oncologie	Q162555
Q18553816	oncologie	Q162555
Q18553850	oncologie	Q162555
Q18553852	oncologie	Q162555
Q18553883	oncologie	Q162555
Q18553886	oncologie	Q162555
Q18553885	oncologie	Q162555
Q18553925	oncologie	Q162555
Q18553943	oncologie	Q162555
Q18554044	oncologie	Q162555
Q18554072	oncologie	Q162555
Q18554089	oncologie	Q162555
Q18554114	oncologie	Q162555
Q18554118	oncologie	Q162555
Q18554121	oncologie	Q162555
Q18554159	oncologie	Q162555
Q18554160	oncologie	Q162555
Q18554161	oncologie	Q162555
Q18554178	oncologie	Q162555
Q18554179	oncologie	Q162555
Q18554182	oncologie	Q162555
Q18554181	oncologie	Q162555
Q18554187	oncologie	Q162555
Q18554185	oncologie	Q162555
Q18554194	oncologie	Q162555
Q18554200	oncologie	Q162555
Q18554206	oncologie	Q162555
Q18554210	oncologie	Q162555
Q18554211	oncologie	Q162555
Q18554209	oncologie	Q162555
Q18554226	oncologie	Q162555
Q18554263	oncologie	Q162555
Q18554264	oncologie	Q162555
Q55950116	infectiologie	Q788926
Q56244339	infectiologie	Q788926
Q62019625	infectiologie	Q788926
Q53926008	infectiologie	Q788926
Q54911414	infectiologie	Q788926
Q54911470	infectiologie	Q788926
Q54911701	infectiologie	Q788926
Q54911791	infectiologie	Q788926
Q54912072	infectiologie	Q788926
Q54912141	infectiologie	Q788926
Q54912150	infectiologie	Q788926
Q54912179	infectiologie	Q788926
Q54931164	infectiologie	Q788926
Q54943847	infectiologie	Q788926
Q54944161	infectiologie	Q788926
Q54945893	infectiologie	Q788926
Q54946033	infectiologie	Q788926
Q54946093	infectiologie	Q788926
Q54946225	infectiologie	Q788926
Q54946623	infectiologie	Q788926
Q54973000	infectiologie	Q788926
Q54973656	infectiologie	Q788926
Q55009419	infectiologie	Q788926
Q55082295	infectiologie	Q788926
Q55082311	infectiologie	Q788926
Q55083259	infectiologie	Q788926
Q55093324	infectiologie	Q788926
Q28501458	infectiologie	Q788926
Q55411849	infectiologie	Q788926
Q64732801	infectiologie	Q788926
Q1201835	psychologie clinique	Q199906
Q1328833	psychologie clinique	Q199906
Q2157462	psychologie clinique	Q199906
Q2300749	psychologie clinique	Q199906
Q7632070	psychologie clinique	Q199906
Q4134457	psychologie clinique	Q199906
Q498237	psychologie clinique	Q199906
Q544006	psychologie clinique	Q199906
Q696490	psychologie clinique	Q199906
Q721073	psychologie clinique	Q199906
Q748309	psychologie clinique	Q199906
Q838018	psychologie clinique	Q199906
Q844590	psychologie clinique	Q199906
Q845787	psychologie clinique	Q199906
Q852094	psychologie clinique	Q199906
Q860740	psychologie clinique	Q199906
Q929963	psychologie clinique	Q199906
Q935129	psychologie clinique	Q199906
Q1051223	psychologie clinique	Q199906
Q1060310	psychologie clinique	Q199906
Q26695325	infectiologie	Q788926
Q26695958	infectiologie	Q788926
Q18558072	infectiologie	Q788926
Q18558102	infectiologie	Q788926
Q18558100	infectiologie	Q788926
Q18558116	infectiologie	Q788926
Q18558154	infectiologie	Q788926
Q18558155	infectiologie	Q788926
Q18558175	infectiologie	Q788926
Q18558195	infectiologie	Q788926
Q18558192	infectiologie	Q788926
Q18558193	infectiologie	Q788926
Q18558204	infectiologie	Q788926
Q18558221	infectiologie	Q788926
Q18558227	infectiologie	Q788926
Q18558249	infectiologie	Q788926
Q18558279	infectiologie	Q788926
Q27675547	infectiologie	Q788926
Q18924544	infectiologie	Q788926
Q18928094	infectiologie	Q788926
Q18928476	infectiologie	Q788926
Q18966766	infectiologie	Q788926
Q18967417	infectiologie	Q788926
Q18967534	infectiologie	Q788926
Q18967592	infectiologie	Q788926
Q18967934	infectiologie	Q788926
Q18975177	infectiologie	Q788926
Q19597369	infectiologie	Q788926
Q27677642	neurologie	Q83042
Q27677643	neurologie	Q83042
Q27677646	neurologie	Q83042
Q27677647	neurologie	Q83042
Q27677650	neurologie	Q83042
Q27677648	neurologie	Q83042
Q27677649	neurologie	Q83042
Q27677654	neurologie	Q83042
Q27677655	neurologie	Q83042
Q27677652	neurologie	Q83042
Q27677653	neurologie	Q83042
Q27677658	neurologie	Q83042
Q27677659	neurologie	Q83042
Q27677656	neurologie	Q83042
Q27677657	neurologie	Q83042
Q27677662	neurologie	Q83042
Q27677663	neurologie	Q83042
Q27677660	neurologie	Q83042
Q27677666	neurologie	Q83042
Q27677667	neurologie	Q83042
Q27677665	neurologie	Q83042
Q27677670	neurologie	Q83042
Q27677671	neurologie	Q83042
Q27677669	neurologie	Q83042
Q27677674	neurologie	Q83042
Q27677675	neurologie	Q83042
Q27677672	neurologie	Q83042
Q27677673	neurologie	Q83042
Q29982071	neurologie	Q83042
Q30988797	neurologie	Q83042
Q30988815	neurologie	Q83042
Q30989322	neurologie	Q83042
Q30989447	neurologie	Q83042
Q30989523	neurologie	Q83042
Q30989628	neurologie	Q83042
Q30989658	neurologie	Q83042
Q30989665	neurologie	Q83042
Q30989757	neurologie	Q83042
Q30989832	neurologie	Q83042
Q30990046	neurologie	Q83042
Q32038763	neurologie	Q83042
Q32038778	neurologie	Q83042
Q32038783	neurologie	Q83042
Q32038789	neurologie	Q83042
Q32038792	neurologie	Q83042
Q32038802	neurologie	Q83042
Q32038800	neurologie	Q83042
Q32038801	neurologie	Q83042
Q32038804	neurologie	Q83042
Q32038811	neurologie	Q83042
Q32038818	neurologie	Q83042
Q32136810	neurologie	Q83042
Q32136845	neurologie	Q83042
Q27677676	neurologie	Q83042
Q27677698	neurologie	Q83042
Q27677697	neurologie	Q83042
Q27677700	neurologie	Q83042
Q27677701	neurologie	Q83042
Q27677707	neurologie	Q83042
Q27677704	neurologie	Q83042
Q27677705	neurologie	Q83042
Q27677708	neurologie	Q83042
Q27677714	neurologie	Q83042
Q27677713	neurologie	Q83042
Q27677718	neurologie	Q83042
Q27680586	neurologie	Q83042
Q27835675	neurologie	Q83042
Q28024514	neurologie	Q83042
Q28024515	neurologie	Q83042
Q28024512	neurologie	Q83042
Q28024516	neurologie	Q83042
Q28065598	neurologie	Q83042
Q28065599	neurologie	Q83042
Q28065597	neurologie	Q83042
Q28065602	neurologie	Q83042
Q28065614	neurologie	Q83042
Q28735834	neurologie	Q83042
Q424227	pneumologie	Q203337
Q424258	pneumologie	Q203337
Q448698	pneumologie	Q203337
Q448747	pneumologie	Q203337
Q574330	pneumologie	Q203337
Q574329	pneumologie	Q203337
Q614750	pneumologie	Q203337
Q651223	pneumologie	Q203337
Q653318	pneumologie	Q203337
Q664174	pneumologie	Q203337
Q677449	pneumologie	Q203337
Q684810	pneumologie	Q203337
Q734512	pneumologie	Q203337
Q754031	pneumologie	Q203337
Q762583	pneumologie	Q203337
Q767485	pneumologie	Q203337
Q826759	pneumologie	Q203337
Q836356	pneumologie	Q203337
Q857667	pneumologie	Q203337
Q910455	pneumologie	Q203337
Q946278	pneumologie	Q203337
Q1018652	pneumologie	Q203337
Q1052626	pneumologie	Q203337
Q1153419	pneumologie	Q203337
Q1194557	pneumologie	Q203337
Q1264268	pneumologie	Q203337
Q1324592	pneumologie	Q203337
Q1339539	pneumologie	Q203337
Q1345792	pneumologie	Q203337
Q1347065	pneumologie	Q203337
Q1396859	pneumologie	Q203337
Q1413860	pneumologie	Q203337
Q1430844	pneumologie	Q203337
Q1436558	pneumologie	Q203337
Q1472019	pneumologie	Q203337
Q1494009	pneumologie	Q203337
Q1581845	pneumologie	Q203337
Q1640292	pneumologie	Q203337
Q1690779	pneumologie	Q203337
Q1790424	pneumologie	Q203337
Q1877474	pneumologie	Q203337
Q1877550	pneumologie	Q203337
Q2529980	pneumologie	Q203337
Q2603200	pneumologie	Q203337
Q2622199	pneumologie	Q203337
Q2633267	pneumologie	Q203337
Q2906693	pneumologie	Q203337
Q2979344	pneumologie	Q203337
Q3042166	pneumologie	Q203337
Q3059297	pneumologie	Q203337
Q3197774	pneumologie	Q203337
Q3392853	pneumologie	Q203337
Q3493413	pneumologie	Q203337
Q3740609	pneumologie	Q203337
Q3776920	pneumologie	Q203337
Q3824458	pneumologie	Q203337
Q3827083	pneumologie	Q203337
Q3827087	pneumologie	Q203337
Q3961652	pneumologie	Q203337
Q3980374	pneumologie	Q203337
Q4330029	pneumologie	Q203337
Q1878759	pneumologie	Q203337
Q2012642	pneumologie	Q203337
Q2039267	pneumologie	Q203337
Q2290446	pneumologie	Q203337
Q2319892	pneumologie	Q203337
Q2438516	pneumologie	Q203337
Q41478	chirurgie générale et digestive	Q932510
Q121041	chirurgie générale et digestive	Q932510
Q155857	néonatalogie	Q898674
Q160653	néonatalogie	Q898674
Q1660341	médecine du sport	Q840545
Q3099702	médecine du sport	Q840545
Q5114004	médecine du sport	Q840545
Q119280	génétique médicale	Q1071953
Q47715	génétique médicale	Q1071953
Q121576	génétique médicale	Q1071953
Q130555	génétique médicale	Q1071953
Q178194	génétique médicale	Q1071953
Q182005	génétique médicale	Q1071953
Q187542	génétique médicale	Q1071953
Q189167	génétique médicale	Q1071953
Q191570	génétique médicale	Q1071953
Q193003	génétique médicale	Q1071953
Q194101	génétique médicale	Q1071953
Q202849	génétique médicale	Q1071953
Q203031	génétique médicale	Q1071953
Q207133	génétique médicale	Q1071953
Q208562	génétique médicale	Q1071953
Q209049	génétique médicale	Q1071953
Q216866	génétique médicale	Q1071953
Q221472	génétique médicale	Q1071953
Q246002	génétique médicale	Q1071953
Q246040	génétique médicale	Q1071953
Q250354	génétique médicale	Q1071953
Q258858	génétique médicale	Q1071953
Q266421	génétique médicale	Q1071953
Q267602	génétique médicale	Q1071953
Q268292	génétique médicale	Q1071953
Q281115	génétique médicale	Q1071953
Q284219	génétique médicale	Q1071953
Q291617	génétique médicale	Q1071953
Q298233	génétique médicale	Q1071953
Q303123	génétique médicale	Q1071953
Q322370	génétique médicale	Q1071953
Q340594	génétique médicale	Q1071953
Q361648	génétique médicale	Q1071953
Q365589	génétique médicale	Q1071953
Q371520	génétique médicale	Q1071953
Q2165399	oncologie	Q162555
Q2292945	oncologie	Q162555
Q2357409	oncologie	Q162555
Q2376518	oncologie	Q162555
Q2420648	oncologie	Q162555
Q2465347	oncologie	Q162555
Q2501186	oncologie	Q162555
Q2521747	oncologie	Q162555
Q2553422	oncologie	Q162555
Q2578247	oncologie	Q162555
Q2596039	oncologie	Q162555
Q2619091	oncologie	Q162555
Q2619315	oncologie	Q162555
Q2626074	oncologie	Q162555
Q2736268	oncologie	Q162555
Q2739660	oncologie	Q162555
Q2774221	oncologie	Q162555
Q2822569	oncologie	Q162555
Q2825480	oncologie	Q162555
Q2936206	oncologie	Q162555
Q2936205	oncologie	Q162555
Q3144913	oncologie	Q162555
Q3199902	oncologie	Q162555
Q3242950	oncologie	Q162555
Q3281328	oncologie	Q162555
Q3347154	oncologie	Q162555
Q3433884	oncologie	Q162555
Q3473544	oncologie	Q162555
Q3493538	oncologie	Q162555
Q3508737	oncologie	Q162555
Q3542012	oncologie	Q162555
Q3542016	oncologie	Q162555
Q3542021	oncologie	Q162555
Q3542027	oncologie	Q162555
Q3542029	oncologie	Q162555
Q3605247	oncologie	Q162555
Q3640885	oncologie	Q162555
Q3658380	oncologie	Q162555
Q3658404	oncologie	Q162555
Q3658562	oncologie	Q162555
Q3680952	oncologie	Q162555
Q3775784	oncologie	Q162555
Q3791936	oncologie	Q162555
Q3832899	oncologie	Q162555
Q3832897	oncologie	Q162555
Q3832900	oncologie	Q162555
Q3840916	oncologie	Q162555
Q3843804	oncologie	Q162555
Q3851644	oncologie	Q162555
Q3851645	oncologie	Q162555
Q3913024	oncologie	Q162555
Q4000422	oncologie	Q162555
Q4000420	oncologie	Q162555
Q4000421	oncologie	Q162555
Q4057495	oncologie	Q162555
Q4063436	oncologie	Q162555
Q4118092	oncologie	Q162555
Q4139987	oncologie	Q162555
Q4165484	oncologie	Q162555
Q4223446	oncologie	Q162555
Q4335554	oncologie	Q162555
Q4335557	oncologie	Q162555
Q4389274	oncologie	Q162555
Q4503868	oncologie	Q162555
Q4651856	oncologie	Q162555
Q4667072	oncologie	Q162555
Q4667534	oncologie	Q162555
Q4674172	oncologie	Q162555
Q4675038	oncologie	Q162555
Q4677911	oncologie	Q162555
Q4677917	oncologie	Q162555
Q4677921	oncologie	Q162555
Q4677933	oncologie	Q162555
Q4677938	oncologie	Q162555
Q4677943	oncologie	Q162555
Q4682248	oncologie	Q162555
Q4682249	oncologie	Q162555
Q4683946	oncologie	Q162555
Q4684749	oncologie	Q162555
Q4692280	oncologie	Q162555
Q4737958	oncologie	Q162555
Q4742183	oncologie	Q162555
Q4763254	oncologie	Q162555
Q4763257	oncologie	Q162555
Q4763273	oncologie	Q162555
Q4781026	oncologie	Q162555
Q4811532	oncologie	Q162555
Q2095567	oncologie	Q162555
Q2112719	oncologie	Q162555
Q2033138	oncologie	Q162555
Q2035032	oncologie	Q162555
Q2064603	oncologie	Q162555
Q2067052	oncologie	Q162555
Q2069545	oncologie	Q162555
Q2071182	oncologie	Q162555
Q2072821	oncologie	Q162555
Q2085187	oncologie	Q162555
Q2086442	oncologie	Q162555
Q2090167	oncologie	Q162555
Q2095252	oncologie	Q162555
Q18557520	oncologie	Q162555
Q18557546	oncologie	Q162555
Q18557544	oncologie	Q162555
Q18557574	oncologie	Q162555
Q18557602	oncologie	Q162555
Q18557651	oncologie	Q162555
Q18557765	oncologie	Q162555
Q18557816	oncologie	Q162555
Q18557843	oncologie	Q162555
Q18557904	oncologie	Q162555
Q18557970	oncologie	Q162555
Q18557968	oncologie	Q162555
Q18557975	oncologie	Q162555
Q18557973	oncologie	Q162555
Q18556954	oncologie	Q162555
Q18556968	oncologie	Q162555
Q18556994	oncologie	Q162555
Q18556999	oncologie	Q162555
Q18557019	oncologie	Q162555
Q18557030	oncologie	Q162555
Q18557049	oncologie	Q162555
Q18557144	oncologie	Q162555
Q18557171	oncologie	Q162555
Q18557168	oncologie	Q162555
Q18557172	oncologie	Q162555
Q18557191	oncologie	Q162555
Q18557197	oncologie	Q162555
Q18557286	oncologie	Q162555
Q18557300	oncologie	Q162555
Q18557308	oncologie	Q162555
Q18557369	oncologie	Q162555
Q18557391	oncologie	Q162555
Q18557394	oncologie	Q162555
Q18557427	oncologie	Q162555
Q18557438	oncologie	Q162555
Q18557439	oncologie	Q162555
Q18557440	oncologie	Q162555
Q18557441	oncologie	Q162555
Q18557514	oncologie	Q162555
Q18557515	oncologie	Q162555
Q18557512	oncologie	Q162555
Q18557513	oncologie	Q162555
Q7098730	génétique médicale	Q1071953
Q7098797	génétique médicale	Q1071953
Q7109017	génétique médicale	Q1071953
Q7133011	génétique médicale	Q1071953
Q7138441	génétique médicale	Q1071953
Q7165022	génétique médicale	Q1071953
Q7170405	génétique médicale	Q1071953
Q7170412	génétique médicale	Q1071953
Q7197254	génétique médicale	Q1071953
Q7234988	génétique médicale	Q1071953
Q7243137	génétique médicale	Q1071953
Q7249599	génétique médicale	Q1071953
Q7260026	génétique médicale	Q1071953
Q3993706	génétique médicale	Q1071953
Q4118166	génétique médicale	Q1071953
Q4127184	génétique médicale	Q1071953
Q4305015	génétique médicale	Q1071953
Q4348144	génétique médicale	Q1071953
Q4352925	génétique médicale	Q1071953
Q4354267	génétique médicale	Q1071953
Q4365211	génétique médicale	Q1071953
Q4412533	génétique médicale	Q1071953
Q4420146	génétique médicale	Q1071953
Q4501577	génétique médicale	Q1071953
Q4631454	génétique médicale	Q1071953
Q4638720	génétique médicale	Q1071953
Q4646476	génétique médicale	Q1071953
Q4673593	génétique médicale	Q1071953
Q4675304	génétique médicale	Q1071953
Q4675784	génétique médicale	Q1071953
Q4731121	génétique médicale	Q1071953
Q4807981	génétique médicale	Q1071953
Q4821698	génétique médicale	Q1071953
Q4891136	génétique médicale	Q1071953
Q4913982	génétique médicale	Q1071953
Q4938225	génétique médicale	Q1071953
Q4943512	génétique médicale	Q1071953
Q5037834	génétique médicale	Q1071953
Q5064109	génétique médicale	Q1071953
Q5134736	génétique médicale	Q1071953
Q5135822	génétique médicale	Q1071953
Q5149292	génétique médicale	Q1071953
Q5162309	génétique médicale	Q1071953
Q5169382	génétique médicale	Q1071953
Q5171107	génétique médicale	Q1071953
