diseaseUri	CIS	CISLabel
Q188638	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q188638	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q188638	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q188638	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q188638	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q188638	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q188638	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q188638	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q188638	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q188638	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q188638	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q188638	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q188638	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q188638	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q188638	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q188638	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q188638	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q188638	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q188638	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q188638	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q188638	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q188638	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q188638	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q188638	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q188638	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q188638	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q188638	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q188638	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q188638	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q188638	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q188638	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q191779	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q191779	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q191779	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q191779	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q191779	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q191779	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q191779	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q191779	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q191779	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q191779	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q191779	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q191779	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q191779	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q191779	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q191779	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q191779	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q191779	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q191779	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q191779	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q191779	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q191779	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q191779	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q191779	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q191779	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q191779	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q191779	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q191779	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q191779	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q191779	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q191779	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q191779	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q191779	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q191779	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q191779	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q191779	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q191779	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q202387	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q202387	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q202387	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q202387	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q202387	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q202387	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q202387	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q202387	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q202387	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q202387	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q202387	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q202387	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q202387	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q202387	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q202387	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q202387	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q202387	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q202387	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q202387	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q202387	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q202387	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q202387	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q202387	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q202387	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q202387	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q202387	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q202387	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q202387	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q202387	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q202387	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q202387	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q202387	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q202387	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q202387	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q202387	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q202387	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q270673	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q270673	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q270673	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q270673	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q270673	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q270673	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q270673	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q270673	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q270673	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q270673	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q270673	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q270673	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q270673	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q270673	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q270673	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q270673	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q270673	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q270673	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q270673	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q270673	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q270673	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q270673	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q270673	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q270673	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q270673	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q270673	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q270673	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q270673	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q270673	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q270673	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q270673	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q270673	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q270673	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q270673	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q270673	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q270673	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q544006	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q544006	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q544006	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q544006	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q544006	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q544006	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q544006	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q544006	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q544006	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q544006	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q544006	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q544006	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q544006	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q544006	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q544006	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q544006	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q544006	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q544006	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q544006	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q544006	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q544006	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q544006	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q544006	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q544006	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q544006	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q544006	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q544006	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q544006	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q544006	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q544006	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q544006	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q544006	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q544006	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q544006	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q544006	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q544006	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q596474	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q596474	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q596474	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q596474	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q596474	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q596474	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q596474	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q596474	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q596474	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q596474	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q596474	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q596474	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q596474	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q596474	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q596474	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q596474	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q596474	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q596474	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q596474	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q596474	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q596474	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q596474	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q596474	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q596474	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q596474	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q596474	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q596474	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q596474	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q596474	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q596474	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q596474	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q596474	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q596474	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q596474	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q596474	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q596474	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q834047	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q834047	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q834047	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q834047	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q834047	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q834047	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q834047	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q834047	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q834047	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q834047	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q834047	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q834047	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q834047	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q834047	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q834047	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q834047	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q834047	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q834047	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q834047	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q834047	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q834047	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q834047	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q834047	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q834047	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q834047	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q834047	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q834047	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q834047	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q834047	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q834047	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q834047	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q834047	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q834047	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q834047	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q834047	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q834047	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q1201835	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q1201835	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q1201835	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q1201835	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1201835	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q1201835	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q1201835	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q1201835	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q1201835	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q1201835	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q1201835	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q1201835	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q1201835	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q1201835	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q1201835	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q1201835	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q1201835	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q1201835	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q1201835	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q1201835	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q1201835	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q1201835	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q1201835	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q1201835	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q1201835	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q1201835	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q1201835	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q1201835	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q1201835	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q1201835	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1201835	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1201835	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q1201835	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q1201835	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q1201835	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q1201835	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
Q1328833	CIS60260497	RISPERDAL 2 mg, comprimé pelliculé
Q1328833	CIS63605525	RISPERDAL 1 mg, comprimé pelliculé
Q1328833	CIS62565070	RISPERDALORO 1 mg, comprimé orodispersible
Q1328833	CIS65893318	RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1328833	CIS60916229	RISPERDALORO 4 mg, comprimé orodispersible
Q1328833	CIS61015084	RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable
Q1328833	CIS61451313	RISPERIDONE RANBAXY 4 mg, comprimé pelliculé sécable
Q1328833	CIS60852538	RISPERIDONE EG 1 mg/ml, solution buvable
Q1328833	CIS62077847	RISPERDALORO 2 mg, comprimé orodispersible
Q1328833	CIS62980974	RISPERIDONE MYLAN 2 mg, comprimé pelliculé sécable
Q1328833	CIS62706119	RISPERIDONE SANDOZ 0,5 mg, comprimé orodispersible
Q1328833	CIS64087053	RISPERDALORO 3 mg, comprimé orodispersible
Q1328833	CIS65260775	RISPERIDONE ARROW 2 mg, comprimé pelliculé sécable
Q1328833	CIS65335345	RISPERIDONE ARROW LAB 2 mg, comprimé pelliculé sécable
Q1328833	CIS65120702	RISPERIDONE ARROW LAB 4 mg, comprimé pelliculé sécable
Q1328833	CIS66546676	RISPERIDONE ALMUS 2 mg, comprimé pelliculé sécable
Q1328833	CIS61090998	RISPERIDONE MYLAN 2 mg, comprimé orodispersible
Q1328833	CIS60196945	RISPERIDONE MYLAN 3 mg, comprimé orodispersible
Q1328833	CIS62505785	RISPERIDONE EG 0,5 mg, comprimé orodispersible
Q1328833	CIS63782319	RISPERIDONE MYLAN 1 mg, comprimé orodispersible
Q1328833	CIS63762195	RISPERIDONE MYLAN 4 mg, comprimé orodispersible
Q1328833	CIS65506020	RISPERIDONE EG 1 mg, comprimé orodispersible
Q1328833	CIS60605064	RISPERIDONE MYLAN PHARMA 1 mg, comprimé orodispersible
Q1328833	CIS64942100	RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible
Q1328833	CIS66172552	RISPERIDONE MYLAN PHARMA 3 mg, comprimé orodispersible
Q1328833	CIS65618215	RISPERIDONE MYLAN PHARMA 4 mg, comprimé orodispersible
Q1328833	CIS69556750	RISPERDAL 4 mg, comprimé pelliculé
Q1328833	CIS69505147	RISPERDAL 1 mg/ml, solution buvable
Q1328833	CIS67478160	RISPERDALORO 0,5 mg, comprimé orodispersible
Q1328833	CIS68878549	RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1328833	CIS68901873	RISPERDALCONSTA L.P. 37,5 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie
Q1328833	CIS66824855	RISPERIDONE MYLAN 1 mg, comprimé pelliculé sécable
Q1328833	CIS68803742	RISPERIDONE MYLAN 4 mg, comprimé pelliculé sécable
Q1328833	CIS68932559	RISPERIDONE ARROW LAB 1 mg, comprimé pelliculé sécable
Q1328833	CIS69276403	RISPERIDONE EG 2 mg, comprimé orodispersible
Q1328833	CIS69997481	RISPERIDONE MYLAN 0,5 mg, comprimé orodispersible
