CIS	CISLabel	drugClass	drugClassLabel
CIS69713034	BROMHYDRATE DE SCOPOLAMINE RENAUDIN 0,025 %, solution injectable	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques
CIS61155773	CLAMOXYL 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61155773	CLAMOXYL 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61155773	CLAMOXYL 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60271045	CLAMOXYL 2 g, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60271045	CLAMOXYL 2 g, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60271045	CLAMOXYL 2 g, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61801023	CLAMOXYL 1 g, poudre pour solution injectable (I.M.-I.V.)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61801023	CLAMOXYL 1 g, poudre pour solution injectable (I.M.-I.V.)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61801023	CLAMOXYL 1 g, poudre pour solution injectable (I.M.-I.V.)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61645058	CLAMOXYL 500 mg, poudre pour solution injectable (I.M., I.V.)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61645058	CLAMOXYL 500 mg, poudre pour solution injectable (I.M., I.V.)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61645058	CLAMOXYL 500 mg, poudre pour solution injectable (I.M., I.V.)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS63084015	AUGMENTIN 2 g/200 mg ADULTES, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS63084015	AUGMENTIN 2 g/200 mg ADULTES, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS63084015	AUGMENTIN 2 g/200 mg ADULTES, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS62607530	CLAMOXYL 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS62607530	CLAMOXYL 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS62607530	CLAMOXYL 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64582182	AUGMENTIN 1 g/200 mg, poudre pour solution injectable/pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64582182	AUGMENTIN 1 g/200 mg, poudre pour solution injectable/pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64582182	AUGMENTIN 1 g/200 mg, poudre pour solution injectable/pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64539416	CLAMOXYL 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64539416	CLAMOXYL 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64539416	CLAMOXYL 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60453197	AMOXICILLINE BIOGARAN 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60453197	AMOXICILLINE BIOGARAN 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60453197	AMOXICILLINE BIOGARAN 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61633586	AMOXICILLINE ZYDUS 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61633586	AMOXICILLINE ZYDUS 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61633586	AMOXICILLINE ZYDUS 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS63565244	AUGMENTIN 500 mg/62,5 mg, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS63565244	AUGMENTIN 500 mg/62,5 mg, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS63565244	AUGMENTIN 500 mg/62,5 mg, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS62846562	AMOXICILLINE EG LABO 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS62846562	AMOXICILLINE EG LABO 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS62846562	AMOXICILLINE EG LABO 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66053338	AUGMENTIN 1 g/125 mg, poudre pour suspension buvable en sachet-dose (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS66053338	AUGMENTIN 1 g/125 mg, poudre pour suspension buvable en sachet-dose (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS66053338	AUGMENTIN 1 g/125 mg, poudre pour suspension buvable en sachet-dose (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60556852	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60556852	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60556852	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60516765	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 500 mg/62,50 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60516765	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 500 mg/62,50 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60516765	AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 500 mg/62,50 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60196176	AMOXICILLINE ACIDE CLAVULANIQUE MYLAN 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60196176	AMOXICILLINE ACIDE CLAVULANIQUE MYLAN 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60196176	AMOXICILLINE ACIDE CLAVULANIQUE MYLAN 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60928772	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique: 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60928772	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique: 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60928772	AMOXICILLINE/ACIDE CLAVULANIQUE ZYDUS FRANCE 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique: 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60998361	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60998361	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60998361	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61634827	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61634827	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61634827	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61794842	AMODEX 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61794842	AMODEX 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61794842	AMODEX 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61771313	AMOXICILLINE ARROW 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61771313	AMOXICILLINE ARROW 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61771313	AMOXICILLINE ARROW 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61705224	AMOXICILLINE ZENTIVA 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61705224	AMOXICILLINE ZENTIVA 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61705224	AMOXICILLINE ZENTIVA 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS63750773	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS63750773	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS63750773	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64236198	AMOXICILLINE TEVA 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64236198	AMOXICILLINE TEVA 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64236198	AMOXICILLINE TEVA 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64516894	AMOXICILLINE SANDOZ 250 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64516894	AMOXICILLINE SANDOZ 250 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64516894	AMOXICILLINE SANDOZ 250 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65541548	AMOXICILLINE / ACIDE CLAVULANIQUE MYLAN 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS65541548	AMOXICILLINE / ACIDE CLAVULANIQUE MYLAN 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS65541548	AMOXICILLINE / ACIDE CLAVULANIQUE MYLAN 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65786907	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS65786907	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS65786907	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65857681	AMOXICILLINE ARROW 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS65857681	AMOXICILLINE ARROW 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS65857681	AMOXICILLINE ARROW 500 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64882258	AMOXICILLINE ARROW 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64882258	AMOXICILLINE ARROW 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64882258	AMOXICILLINE ARROW 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65183581	AMOXICILLINE SANDOZ 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS65183581	AMOXICILLINE SANDOZ 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS65183581	AMOXICILLINE SANDOZ 125 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60851920	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/100 mg, poudre pour solution injectable / pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60851920	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/100 mg, poudre pour solution injectable / pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS60851920	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 1 g/100 mg, poudre pour solution injectable / pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS61103310	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 500 mg/50 mg, poudre pour solution injectable / pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS61103310	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 500 mg/50 mg, poudre pour solution injectable / pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS61103310	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN 500 mg/50 mg, poudre pour solution injectable / pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS62096413	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/200 mg ADULTES, poudre pour solution injectable/pour perfusion (I.V.)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS62096413	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/200 mg ADULTES, poudre pour solution injectable/pour perfusion (I.V.)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS62096413	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/200 mg ADULTES, poudre pour solution injectable/pour perfusion (I.V.)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS63327759	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 2 g/200 mg ADULTES, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS63327759	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 2 g/200 mg ADULTES, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS63327759	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 2 g/200 mg ADULTES, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65324007	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/50 mg NOURRISSONS ET ENFANTS, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS65324007	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/50 mg NOURRISSONS ET ENFANTS, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS65324007	AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 500 mg/50 mg NOURRISSONS ET ENFANTS, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64473140	AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA 2 g/200 mg ADULTES, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64473140	AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA 2 g/200 mg ADULTES, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64473140	AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA 2 g/200 mg ADULTES, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64338986	AMOXICILLINE ALMUS 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64338986	AMOXICILLINE ALMUS 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64338986	AMOXICILLINE ALMUS 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64672103	AMOXICILLINE SANDOZ 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64672103	AMOXICILLINE SANDOZ 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64672103	AMOXICILLINE SANDOZ 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64470824	AMOXICILLINE MYLAN PHARMA 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS64470824	AMOXICILLINE MYLAN PHARMA 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS64470824	AMOXICILLINE MYLAN PHARMA 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS62457618	AMOXICILLINE EG 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS62457618	AMOXICILLINE EG 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS62457618	AMOXICILLINE EG 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60151544	AMOXICILLINE ALMUS 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS60151544	AMOXICILLINE ALMUS 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67140810	CLAMOXYL 250 mg/ 5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS67140810	CLAMOXYL 250 mg/ 5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67140810	CLAMOXYL 250 mg/ 5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS67707794	CLAMOXYL 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS67707794	CLAMOXYL 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67707794	CLAMOXYL 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69325964	AUGMENTIN 500 mg/50 mg, poudre pour solution injectable/pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS69325964	AUGMENTIN 500 mg/50 mg, poudre pour solution injectable/pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS69325964	AUGMENTIN 500 mg/50 mg, poudre pour solution injectable/pour perfusion (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66853013	AUGMENTIN 100 mg/12,50 mg par ml ENFANTS, poudre pour suspension buvable en flacon (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS66853013	AUGMENTIN 100 mg/12,50 mg par ml ENFANTS, poudre pour suspension buvable en flacon (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS66853013	AUGMENTIN 100 mg/12,50 mg par ml ENFANTS, poudre pour suspension buvable en flacon (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66918105	AMOXICILLINE PANPHARMA 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS66918105	AMOXICILLINE PANPHARMA 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS66918105	AMOXICILLINE PANPHARMA 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66836715	AMOXICILLINE MYLAN 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS66836715	AMOXICILLINE MYLAN 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67489979	AMOXICILLINE EG 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS67489979	AMOXICILLINE EG 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67489979	AMOXICILLINE EG 500 mg, gélule	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69915160	AMOXICILLINE PANPHARMA 1 g/5 ml, poudre et solution pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS69915160	AMOXICILLINE PANPHARMA 1 g/5 ml, poudre et solution pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS69915160	AMOXICILLINE PANPHARMA 1 g/5 ml, poudre et solution pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69416855	AMOXICILLINE PANPHARMA 2 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS69416855	AMOXICILLINE PANPHARMA 2 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS69416855	AMOXICILLINE PANPHARMA 2 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69978246	AUGMENTIN 100 mg/12,50 mg par ml NOURRISSONS, poudre pour suspension buvable (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS69978246	AUGMENTIN 100 mg/12,50 mg par ml NOURRISSONS, poudre pour suspension buvable (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69978246	AUGMENTIN 100 mg/12,50 mg par ml NOURRISSONS, poudre pour suspension buvable (Rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67222296	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS67222296	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67222296	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66773446	AMOXICILLINE ARROW 250 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS66773446	AMOXICILLINE ARROW 250 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS66773446	AMOXICILLINE ARROW 250 mg/5 ml, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS67385172	AMOXICILLINE BIOGARAN 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS67385172	AMOXICILLINE BIOGARAN 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS67385172	AMOXICILLINE BIOGARAN 1 g, comprimé dispersible	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS67071339	AMOXICILLINE ALMUS 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
CIS67071339	AMOXICILLINE ALMUS 1 g, comprimé pelliculé dispersible	http://www.romedi.fr/romedi/DrugClass10130	pénicillines A
CIS68144249	AMOXICILLINE ACIDE CLAVULANIQUE MYLAN 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1)	http://www.romedi.fr/romedi/DrugClass10129	pénicillines
