diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight
Q180152	dépigmentation	Q3705665	n/a	n/a	0.25
Q1137321	dépigmentation	Q3705665	n/a	n/a	0.25
Q18924544	dépigmentation	Q3705665	n/a	n/a	0.25
Q28024539	valeur basse du ratio albumine du LCR/ albumine du sérum	Q30150985	n/a	n/a	1.0
Q28024539	concentration basse d'albumine dans le LCR	Q30150991	['C1168004']	['albumine du lcr diminuée']	1.0
Q28024539	concentration basse de protéines dans le LCR	Q30151275	['C0853072']	[]	1.0
Q223591	régurgitation acide	Q31834051	['C0856449']	['reflux oesophagien acide', 'reflux acide (oesophagien)']	1.0
Q243257	douleur musculosquelettique	Q45048948	n/a	n/a	1.0
Q937818	sourcil anormal	Q46978629	['C4011556']	[]	1.0
Q628648	douleur de l'épaule	Q55105885	['C0037011']	"['douleur scapulaire', 'scapulalgie', ""douleur de l'épaule""]"	1.0
Q28024539	Hyperlactatémie	Q56564983	['C1836440']	[]	1.0
Q1432717	catatonie agitée	Q57769952	['C0233606']	[]	1.0
Q620760	sensation de tête légère	Q57823162	['C0220870']	['sensation de tete vide', 'tête légère', 'sensation de tête légère', 'sensation de tête vide', 'étourdissement', 'sensation ébrieuse']	0.5
Q154874	hypotension artérielle	Q275419	['C0020649']	['hypotension artérielle', 'pa abaissée', 'chute de tension arterielle', 'chute de pression artérielle', 'chute de pa', 'pression artérielle sanguine diminuée', 'diminution tension arterielle', 'baisse de la tension arterielle', 'pression artérielle diminuée', 'hypotension artérielle sai', 'pression artérielle basse', 'pa basse', 'baisse de la pression artérielle', 'hypotension, non précisée', 'chute de la pression artérielle', 'hypotension', 'pression artérielle sai diminuée']	0.333
Q164727	hypotension artérielle	Q275419	['C0020649']	['hypotension artérielle', 'pa abaissée', 'chute de tension arterielle', 'chute de pression artérielle', 'chute de pa', 'pression artérielle sanguine diminuée', 'diminution tension arterielle', 'baisse de la tension arterielle', 'pression artérielle diminuée', 'hypotension artérielle sai', 'pression artérielle basse', 'pa basse', 'baisse de la pression artérielle', 'hypotension, non précisée', 'chute de la pression artérielle', 'hypotension', 'pression artérielle sai diminuée']	0.333
Q208562	prolapsus mitral	Q735652	['C0026267']	"['prolapsus valvulaire mitral', 'prolapsus de la valve mitrale', 'prolapsus de la valvule mitrale', 'ballonnement de la valve mitrale', 'prolapsus mitral', ""prolapsus d'une valvule mitrale"", 'valve mitrale prolabée']"	1.0
Q127724	handicap visuel	Q737460	n/a	n/a	0.333
Q356372	handicap visuel	Q737460	n/a	n/a	0.333
Q18554460	handicap visuel	Q737460	n/a	n/a	0.333
Q208562	Pectus excavatum	Q431168	['C0016842', 'C2051831']	['poitrine creuse', 'cuvette sternale', 'thorax en entonnoir', 'pectus excavatum']	1.0
Q2076966	microcéphalie	Q431643	['C0025958', 'C0424688']	['microcéphalie', 'microcéphale', 'microencéphalie', 'microcephalie']	0.5
Q28024539	microcéphalie	Q431643	['C0025958', 'C0424688']	['microcéphalie', 'microcéphale', 'microencéphalie', 'microcephalie']	0.5
Q683861	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q706845	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q797668	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q2600216	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q2845432	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q3281303	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q6137239	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q11627066	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q18371582	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q18553285	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q209647	agrypnia excitata	Q397554	n/a	n/a	0.5
Q862872	agrypnia excitata	Q397554	n/a	n/a	0.5
Q1472	sensation d'évacuation incomplète des selles	Q403648	['C0232726']	"['efforts de défécation inefficaces', 'tenesme', 'ténesme', 'sensat contr rectale penible', 'ténesme rectal', ""sensation de douleur à l'exercice d'une pression"", 'besoin douloureux de defequer', 'pesr pelvienne douloureuse', 'pression rectale sévère', 'urgence de défécation douloureuse']"	0.25
Q327298	sensation d'évacuation incomplète des selles	Q403648	['C0232726']	"['efforts de défécation inefficaces', 'tenesme', 'ténesme', 'sensat contr rectale penible', 'ténesme rectal', ""sensation de douleur à l'exercice d'une pression"", 'besoin douloureux de defequer', 'pesr pelvienne douloureuse', 'pression rectale sévère', 'urgence de défécation douloureuse']"	0.25
Q949694	sensation d'évacuation incomplète des selles	Q403648	['C0232726']	"['efforts de défécation inefficaces', 'tenesme', 'ténesme', 'sensat contr rectale penible', 'ténesme rectal', ""sensation de douleur à l'exercice d'une pression"", 'besoin douloureux de defequer', 'pesr pelvienne douloureuse', 'pression rectale sévère', 'urgence de défécation douloureuse']"	0.25
Q2447562	sensation d'évacuation incomplète des selles	Q403648	['C0232726']	"['efforts de défécation inefficaces', 'tenesme', 'ténesme', 'sensat contr rectale penible', 'ténesme rectal', ""sensation de douleur à l'exercice d'une pression"", 'besoin douloureux de defequer', 'pesr pelvienne douloureuse', 'pression rectale sévère', 'urgence de défécation douloureuse']"	0.25
Q191779	Tic	Q738538	['C0751900']	['tic moteur']	0.333
Q210427	Tic	Q738538	['C0751900']	['tic moteur']	0.333
Q1077139	Tic	Q738538	['C0751900']	['tic moteur']	0.333
Q265936	langue framboisée	Q4346317	n/a	n/a	0.5
Q18371582	langue framboisée	Q4346317	n/a	n/a	0.5
Q30953	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q133780	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q154882	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q155098	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q156050	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q164727	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q167264	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q201989	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q209733	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q220193	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q243257	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q326638	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q326663	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q382370	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q388646	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q495146	myalgie	Q474959	['C0231528']	['douleur musculaire/filuosite', 'douleurs musculaires généralisées', 'sensibilite musculaire', 'douleur musculaire', 'courbatures', 'douleur dans un muscle', 'endolorissement musculaire', 'myalgie', 'mal musculaire', 'douleurs dans les muscles', 'douleurs musculaires', 'gêne musculaire']	0.038
Q167264	hématurie	Q373597	['C0018965']	"['urines sanglantes', 'hematurie', 'hématurie', ""sang dons l' urine""]"	0.25
Q221668	hématurie	Q373597	['C0018965']	"['urines sanglantes', 'hematurie', 'hématurie', ""sang dons l' urine""]"	0.25
Q401402	hématurie	Q373597	['C0018965']	"['urines sanglantes', 'hematurie', 'hématurie', ""sang dons l' urine""]"	0.25
Q6668132	hématurie	Q373597	['C0018965']	"['urines sanglantes', 'hematurie', 'hématurie', ""sang dons l' urine""]"	0.25
Q154865	vision floue	Q4930803	n/a	n/a	0.333
Q574975	vision floue	Q4930803	n/a	n/a	0.333
Q620760	vision floue	Q4930803	n/a	n/a	0.333
Q799615	tumeur brune	Q4976425	n/a	n/a	1.0
Q408089	pneumopathie chimique	Q5090486	['C0041881']	['affections respiratoires non précisées due à des émanations et des vapeurs', 'affections respiratoires non précisées dues à des fumées et vapeurs']	1.0
Q357067	pupillotonie	Q11831826	['C0040416']	"[""pupille d'adie holmes"", 'réflexe pupillaire tonique', 'pupillotonie', 'atonie pupillaire', 'pupille tonique', ""pupille d'adie""]"	1.0
Q18589315	microcornée	Q11835146	['C0266544']	['microcornée']	1.0
Q28024539	mouvement involontaire	Q11886470	['C0235086']	['contractions muscul involunt', 'contractions musculaires involontaires']	1.0
Q12090	inconfort	Q12101178	['C0234215']	[]	1.0
Q36956	mutilation	Q767568	n/a	n/a	1.0
Q36956	paresthésie	Q769220	['C0030554']	['paresthesie', 'paresthésie', 'parasthésie']	0.25
Q39222	paresthésie	Q769220	['C0030554']	['paresthesie', 'paresthésie', 'parasthésie']	0.25
Q201989	paresthésie	Q769220	['C0030554']	['paresthesie', 'paresthésie', 'parasthésie']	0.25
Q3153686	paresthésie	Q769220	['C0030554']	['paresthesie', 'paresthésie', 'parasthésie']	0.25
Q408089	salivation	Q4424146	n/a	n/a	1.0
Q622901	amnésie de fixation	Q4483652	n/a	n/a	1.0
Q18554801	atrésie intestinale	Q4597494	['C0021828']	"['atrésie intestinale sai', 'atrésie intestinale congénitale', 'atrésie du grêle', ""syndrome de l'intestin en colimaçon"", 'syndrome de la pelure de pomme', ""atrésie congénitale de l'intestin grêle"", 'atrésie du grêle avec intestin en colimacon', 'atrésie intestinale', ""atrésie de l'intestin""]"	1.0
Q632228	acro-ostéolyse	Q4676384	n/a	n/a	1.0
Q5514398	aminoacidurie	Q4746440	['C0238621', 'C4020843']	['aminoacidurie']	1.0
Q911427	méningite aseptique	Q4804182	['C0025290']	['meningite aseptique', 'méningite aseptique', 'méningite à liquide clair']	1.0
Q219223	ballonnement abdominal	Q4927059	['C1291077']	['tympanisme', 'ballonnements', 'météorisme', 'meteorisme', 'ballonnement abdo', 'ballonnements sai', 'ballonnement abdominal']	1.0
Q117121	ongles bleus	Q4930124	n/a	n/a	1.0
Q192100	éléphantiasis	Q16775468	['C0013882']	['éléphantiasis']	0.5
Q4097126	éléphantiasis	Q16775468	['C0013882']	['éléphantiasis']	0.5
Q1860507	stérilité	Q3749492	['C0678108', 'C4074771']	['stérilité']	1.0
Q39222	arrêt respiratoire	Q3774744	n/a	n/a	1.0
Q18556319	histiocytes bleus de mer	Q3803575	n/a	n/a	1.0
Q874632	impériosité urinaire	Q3858636	n/a	n/a	1.0
Q2033532	fente palatine	Q3889390	['C0008925', 'C2981150']	['fissure du palais', 'fente palatine, non précisée', 'fissure palatine', 'fente palatine', 'palatoschisis', 'division du palais', 'division palatine']	1.0
Q9334248	cénestopathie	Q3919140	n/a	n/a	1.0
Q836356	enrouement	Q3930506	n/a	n/a	1.0
Q7165022	fente sternale	Q3952108	['C0265696', 'C2931507']	[]	1.0
Q3973817	stomatocyte	Q3973815	n/a	n/a	1.0
Q1778287	macroglobulinémie	Q4118092	['C0024419', 'C2936755']	['macroglobulinémie de waldenstrom sai', 'macroglobulinémie de von waldenstrom', 'macroglobulinémie de waldenström sai', 'maladie de waldenström', 'macroglobulinémie sai', 'lymphome lympho-plasmacytode', 'macroglobulinémie', 'lymphome lymphoplasmacytode', 'macroglobulinémie de waldenstrom', 'mgw (macroglobulinémie de waldenström)', 'macroglobulinémie de waldenström', 'macroglobulinémies de waldenström', 'macroglobulinémie primaire', 'macroglobulinémie de waldenström familiale']	1.0
Q6901244	monocytopénie	Q4301850	n/a	n/a	1.0
Q408089	exanthème	Q14509067	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.25
Q1137321	exanthème	Q14509067	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.25
Q18553284	exanthème	Q14509067	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.25
Q18924544	exanthème	Q14509067	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.25
Q28024539	défauts de réfraction	Q470427	['C0034951', 'C4025843']	['trouble de réfraction', 'erreurs de refraction', 'troubles de la réfraction sai', 'anomalies de la réfraction oculaire', 'troubles de la réfraction oculaire', 'erreur de réfraction', 'trouble de la réfraction']	1.0
Q209733	sueurs nocturnes	Q474718	n/a	n/a	1.0
Q4813631	athétose	Q755524	['C0004158', 'C1845265']	['maladie de hammond', 'mouvements athétodes', 'athetose', 'athésie', 'athétose', 'mouvements athétosiques']	1.0
Q36956	kératite	Q757838	['C0022568']	['kératite non précisée', 'kératite sai', 'inflammation de la cornee', 'keratite', 'kératite', 'inflammation de la cornée']	1.0
Q39222	hypersialorrhée	Q761862	['C0013132', 'C0037036']	['bave', 'bavage', 'hypersécrétion salivaire', 'ptyalisme', 'sécrétion salivaire augmentée', 'salive augmentée', 'sialorrhée', 'hypersialie', 'salivation augmentée', 'polysialie', 'hypersalivation']	1.0
Q20707611	inexistence	Q16120406	n/a	n/a	1.0
Q681160	papules de Gottron	Q16583321	['C0423781']	['papules de gottron']	1.0
Q5064113	hypotension intracrânienne	Q16831900	['C0524812']	['hypotension intracrânienne']	1.0
Q558077	sténose aortique supravalvulaire	Q16874615	['C0003499', 'C1305147', 'C2936909']	['rétrécissement aortique sus-valvulaire', 'sténose aortique supravalvulaire', 'sténose aortique sus-valvulaire', 'rétrécissement aortique supra-valvulaire', 'rétrécissement aortique supravalvulaire']	1.0
Q18371582	syndrome papulo-purpurique en gants et chaussettes	Q16948321	['C1274339']	[]	1.0
Q1587881	pterygium	Q17142318	n/a	n/a	0.5
Q16889762	pterygium	Q17142318	n/a	n/a	0.5
Q39222	augmentation	Q17281278	n/a	n/a	1.0
Q408089	trouble gastro-intestinal	Q18343527	['C0232459']	['difficultes digestives', 'mauvaise digestion', 'troubles de la digestion', 'trouble gastro-intestinal']	1.0
Q1076060	épiphyse ponctuée	Q18385599	['C1859126']	[]	1.0
Q335555	syndrome de l'œil sec	Q18553790	['C0013238']	"['yeux secs', ""syndromes de l'oeil sec"", ""syndrome de l'oeil sec""]"	1.0
Q922927	rhinopharyngite	Q18553870	['C0027441', 'C0155826']	['rhinopharyngite', 'rhino-pharyngite', 'rhinopharyngite chronique']	1.0
Q911427	ulcération de la vulve	Q18554343	['C0156340']	['ulcération de la vulve au cours de maladies classées ailleurs']	1.0
Q4803881	goitre non toxique	Q18554462	['C0221777']	['goitre non toxique']	1.0
Q83319	perforation intestinale	Q18554982	['C0021845']	"['intestin perforé', 'perforation intestinale sai', 'perforation intestinale', ""perforation de l'intestin"", 'peforation colique']"	1.0
Q155098	insuffisance rénale	Q476921	['C0035078', 'C1565489', 'C1839604']	['insuffisance rénale, non précisée', 'insuffisance renale sai', 'insuffisance rénale non précisée', 'insuffisance rénale', 'défaillance rénale', 'défaillance du rein', 'insuffisance rénale sai', 'atteinte de la fonction rénale sai', 'insuffisance rénale', 'atteinte de la fonction rénale', 'troubles de la fonction rénale', 'insuffisance du rein']	0.333
Q408089	insuffisance rénale	Q476921	['C0035078', 'C1565489', 'C1839604']	['insuffisance rénale, non précisée', 'insuffisance renale sai', 'insuffisance rénale non précisée', 'insuffisance rénale', 'défaillance rénale', 'défaillance du rein', 'insuffisance rénale sai', 'atteinte de la fonction rénale sai', 'insuffisance rénale', 'atteinte de la fonction rénale', 'troubles de la fonction rénale', 'insuffisance du rein']	0.333
Q615645	insuffisance rénale	Q476921	['C0035078', 'C1565489', 'C1839604']	['insuffisance rénale, non précisée', 'insuffisance renale sai', 'insuffisance rénale non précisée', 'insuffisance rénale', 'défaillance rénale', 'défaillance du rein', 'insuffisance rénale sai', 'atteinte de la fonction rénale sai', 'insuffisance rénale', 'atteinte de la fonction rénale', 'troubles de la fonction rénale', 'insuffisance du rein']	0.333
Q11085	anomalie de la démarche	Q827017	['C0231687']	['marche en pendulaire', 'demarche spastique', 'démarche spastique']	1.0
Q7688951	communication inter-ventriculaire	Q838139	['C0018818']	['communication interventriculaire', 'communication interventriculaire sai', 'communication interventriculaire congénitale', 'civ (communication interventriculaire)', 'communications interventriculaires', 'anomalies du septum interventriculaire', 'cloison interventriculaire perméable', 'communications inter-ventriculaires']	1.0
Q326638	raideur de la nuque	Q841878	n/a	n/a	0.5
Q738292	raideur de la nuque	Q841878	n/a	n/a	0.5
Q959457	hyponatrémie	Q824292	['C0020625']	['sodium sanguin diminué', 'deperdition sodique', 'syndrome lie a deficience en sel', 'syndrome de carence en sel', 'hyponatrémie', 'déplétion sodée', 'déplétion de na+', 'syndrome hyponatrémique', 'syndrome hyponatremique', 'diminution de la natremie', 'deficit en sel', 'hyponatremie', 'syndrome hyposodique']	1.0
Q1428132	convulsion	Q852376	['C0036572']	"['crises épileptiques', 'crises sai', 'crises', 'crise', 'convulsions sai', 'convulsion', 'convulsions', 'convulsion sai', ""crises d'épilepsie"", 'crises motrices non precisees']"	0.333
Q18554460	convulsion	Q852376	['C0036572']	"['crises épileptiques', 'crises sai', 'crises', 'crise', 'convulsions sai', 'convulsion', 'convulsions', 'convulsion sai', ""crises d'épilepsie"", 'crises motrices non precisees']"	0.333
Q32553811	convulsion	Q852376	['C0036572']	"['crises épileptiques', 'crises sai', 'crises', 'crise', 'convulsions sai', 'convulsion', 'convulsions', 'convulsion sai', ""crises d'épilepsie"", 'crises motrices non precisees']"	0.333
Q212961	pancréatite aiguë	Q854573	['C0001339']	['pancréatite aiguë', 'pancreatite aigue']	1.0
Q408089	dermite de contact	Q783903	['C0011616']	['syndrome de la dermatite de contact', 'dermatite de contact', 'eczéma de contact', 'dermite artificielle', 'dermite de contact', 'dermite vénéneuse']	1.0
Q207133	azoospermie	Q794026	['C0004509']	['azoospermie', 'azospermie']	1.0
Q622828	hypokaliémie	Q794086	['C0020621', 'C1514284']	['hypopotassemie', 'syndrome hypokaliémique', 'hypokaliemie', 'hypopotassémie', 'syndrome hypokaliemique', 'hypokaliémie', 'syndrome de carence en potassium']	1.0
Q155098	coagulation intravasculaire disséminée	Q823027	['C0012739']	['cid', 'coagulopathie de consommation', 'coagulation intravasc. disséminée', 'syndrome de défibrination', 'coagulopathie intravasculaire disséminée', 'coagulation intravasculaire disséminée', 'coagulation intravasc. disseminee', 'civd']	0.333
Q326638	coagulation intravasculaire disséminée	Q823027	['C0012739']	['cid', 'coagulopathie de consommation', 'coagulation intravasc. disséminée', 'syndrome de défibrination', 'coagulopathie intravasculaire disséminée', 'coagulation intravasculaire disséminée', 'coagulation intravasc. disseminee', 'civd']	0.333
Q706845	coagulation intravasculaire disséminée	Q823027	['C0012739']	['cid', 'coagulopathie de consommation', 'coagulation intravasc. disséminée', 'syndrome de défibrination', 'coagulopathie intravasculaire disséminée', 'coagulation intravasculaire disséminée', 'coagulation intravasc. disseminee', 'civd']	0.333
Q3508705	fibrillation ventriculaire	Q848662	['C0042510']	['fibrillation ventric paroxystique', 'fv', 'fibrillation ventriculaire', 'fibrillation ventriculaire paroxystique', 'fibrillation paroxystique ventr']	1.0
Q131755	état dépressif	Q4340209	['C0011570']	['depression psychique', 'état dépressif', 'etat depressif', 'dépression psychique', 'dépression', 'depression', 'dépression mentale', 'état déprimé', 'dépression sai', 'depression mentale']	0.5
Q540571	état dépressif	Q4340209	['C0011570']	['depression psychique', 'état dépressif', 'etat depressif', 'dépression psychique', 'dépression', 'depression', 'dépression mentale', 'état déprimé', 'dépression sai', 'depression mentale']	0.5
Q408089	œdème aigu du poumon	Q857667	['C0034063']	['oedeme pulmonaire', 'oap (oedème aigu du poumon)', 'oedeme du poumon', 'oedème aigu du poumon', 'oedème du poumon', 'oedème des poumons', 'oedème pulmonaire sai', 'oedèmes pulmonaires', 'oedème pulmonaire']	0.5
Q706845	œdème aigu du poumon	Q857667	['C0034063']	['oedeme pulmonaire', 'oap (oedème aigu du poumon)', 'oedeme du poumon', 'oedème aigu du poumon', 'oedème du poumon', 'oedème des poumons', 'oedème pulmonaire sai', 'oedèmes pulmonaires', 'oedème pulmonaire']	0.5
Q12199	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q30953	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q79793	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q154878	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q156050	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q160653	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q265936	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q382370	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q725345	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q837054	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q1187697	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q1345113	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
Q2076966	adénopathie	Q847726	['C0497156']	['lymphadenopathie', 'lymphadénopathie', 'adénopathie']	0.071
