CIS	CISLabel	IN	INlabel	drugUri
CIS67576220	MINIRIN 4 microgrammes/ml, solution injectable	http://www.romedi.fr/romedi/IN66hdue1cilsop3ejf8ou4s717jcqeren	DESMOPRESSINE	Q241006
CIS67275313	MINIRINMELT 120 microgrammes, lyophilisat oral	http://www.romedi.fr/romedi/IN66hdue1cilsop3ejf8ou4s717jcqeren	DESMOPRESSINE	Q241006
CIS66842127	MINIRINMELT 240 microgrammes, lyophilisat oral	http://www.romedi.fr/romedi/IN66hdue1cilsop3ejf8ou4s717jcqeren	DESMOPRESSINE	Q241006
CIS60391646	AVASTIN 25 mg/ml, solution à diluer pour perfusion	http://www.romedi.fr/romedi/INh99d9cli9djofcut9fp91rktt1to7lgj	BÉVACIZUMAB	Q413299
CIS61001031	CERNEVIT, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/IN20nlemh19bfnmioc67sqc9o90in3np94	CYANOCOBALAMINE	Q252251
CIS63160388	BEROCCA, comprimé pelliculé	http://www.romedi.fr/romedi/IN20nlemh19bfnmioc67sqc9o90in3np94	CYANOCOBALAMINE	Q252251
CIS64987202	BEROCCA SANS SUCRE, comprimé effervescent édulcoré à l'aspartam et à l'acésulfame de potassium	http://www.romedi.fr/romedi/IN20nlemh19bfnmioc67sqc9o90in3np94	CYANOCOBALAMINE	Q252251
CIS67312509	SOLUVIT, lyophilisat pour usage parentéral	http://www.romedi.fr/romedi/IN20nlemh19bfnmioc67sqc9o90in3np94	CYANOCOBALAMINE	Q252251
CIS65916489	EFIENT 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN6nh78v51q0erqusrd3g60irpfvtijekq	PRASUGREL	Q416232
CIS61374393	PRASUGREL ARROW 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN6nh78v51q0erqusrd3g60irpfvtijekq	PRASUGREL	Q416232
CIS65361468	PRASUGREL TEVA 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN6nh78v51q0erqusrd3g60irpfvtijekq	PRASUGREL	Q416232
CIS61096983	ERYFLUID, lotion	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS62856453	ERYTHROMYCINE BAILLEUL 4 %, solution pour application cutanée	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS62936337	ERY ENFANTS 250 mg, granulés en sachet	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS64620665	ERYTHROCINE 1 g I.V., lyophilisat pour préparation injectable	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS61160254	PEDIAZOLE, granulés pour sirop en flacon	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS61572941	ERY 500 mg, comprimé	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS66448374	ERYTHROCINE 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS65122863	ERYTHROCINE 500 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS65371633	ERY NOURRISSONS 125 mg, granulés en sachet	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS65256289	ERYTHROGEL 4 %, gel pour application cutanée	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS61381765	ERYLIK, gel pour application cutanée	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS63485296	ERYTHROCINE 0,5 g, lyophilisat pour usage parentéral (IV)	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS68802989	ERYTHROCINE 1000 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS66826009	EGERY, microgranules gastro-résistants en gélule	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS67821659	ERYACNE 4 POUR CENT, solution pour application cutanée	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS68664794	ERYTHROMYCINE PANPHARMA 500 mg, poudre pour solution à diluer pour perfusion	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS69820901	ERYTHROMYCINE PANPHARMA 1 g, poudre pour solution à diluer pour perfusion	http://www.romedi.fr/romedi/INt8qnsq29q4ntqfpool60qkeehdenm2tk	ÉRYTHROMYCINE	Q213511
CIS61490049	HALDOL 1 mg, comprimé	http://www.romedi.fr/romedi/IN6kho5kaauc5047b3b1tvfmd3ak9rv60b	HALOPÉRIDOL	Q251347
CIS61697400	HALDOL 5 mg, comprimé	http://www.romedi.fr/romedi/IN6kho5kaauc5047b3b1tvfmd3ak9rv60b	HALOPÉRIDOL	Q251347
CIS61505095	HALDOL DECANOAS, solution injectable	http://www.romedi.fr/romedi/IN6kho5kaauc5047b3b1tvfmd3ak9rv60b	HALOPÉRIDOL	Q251347
CIS62237643	HALDOL 2 mg/ml, solution buvable	http://www.romedi.fr/romedi/IN6kho5kaauc5047b3b1tvfmd3ak9rv60b	HALOPÉRIDOL	Q251347
CIS65374654	HALDOL 5 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/IN6kho5kaauc5047b3b1tvfmd3ak9rv60b	HALOPÉRIDOL	Q251347
CIS61496251	RIVOTRIL 2,5 mg/ml, solution buvable en goutte	http://www.romedi.fr/romedi/INg28spsclup52eplbls675h23ma8bbg2k	CLONAZÉPAM	Q407988
CIS63523836	RIVOTRIL 1 mg/1 ml, solutions à diluer injectables en ampoules	http://www.romedi.fr/romedi/INg28spsclup52eplbls675h23ma8bbg2k	CLONAZÉPAM	Q407988
CIS68429141	RIVOTRIL 2 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/INg28spsclup52eplbls675h23ma8bbg2k	CLONAZÉPAM	Q407988
CIS61423246	PENTACARINAT 300 mg, poudre pour aérosol et pour usage parentéral	http://www.romedi.fr/romedi/INfm5ak9gmpbdmc9p8vue06k0ir10r8otm	PENTAMIDINE	Q416206
CIS61527857	OGAST 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63437077	OGAST 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS66475001	LANZOR 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS60883697	LANSOPRAZOLE ARROW 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS60449672	LANSOPRAZOLE SANDOZ 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS60793029	LANSOPRAZOLE EG 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS60622537	LANSOPRAZOLE MYLAN 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61387348	LANSOPRAZOLE TEVA SANTE 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63059994	OGASTORO 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61891533	LANSOPRAZOLE ZENTIVA 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63466680	LANSOPRAZOLE EG 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS62204134	LANSOPRAZOLE MYLAN 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS62654804	LANSOPRAZOLE RATIOPHARM 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63348949	LANSOPRAZOLE ZYDUS 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61847711	LANSOPRAZOLE ZYDUS 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61927634	LANSOPRAZOLE RANBAXY 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS64803410	LANSOPRAZOLE SANDOZ 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS64072350	LANSOPRAZOLE RANBAXY 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS65451588	LANSOPRAZOLE PHR LAB 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63742940	LANSOPRAZOLE PHR LAB 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS65874385	LANSOPRAZOLE TEVA SANTE 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS60288817	OGASTORO 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61090941	LANSOPRAZOLE EVOLUGEN 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS62159194	LANSOPRAZOLE BGR 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61671430	LANSOPRAZOLE CRISTERS 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63471720	OGASTORO 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS65834608	LANSOPRAZOLE LICONSA 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS60316818	LANSOPRAZOLE ZYDUS FRANCE 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS62367067	LANSOPRAZOLE MYLAN 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS62385791	LANSOPRAZOLE SANDOZ 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63630172	LANSOPRAZOLE ZYDUS FRANCE 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS63062321	LANSOPRAZOLE BIOGARAN 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS64726711	LANSOPRAZOLE MYLAN 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS64700969	LANSOPRAZOLE BIPHAR 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS64429756	LANSOPRAZOLE SANDOZ 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS64368132	LANSOPRAZOLE EG 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61663953	LANSOPRAZOLE ARROW 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS61340462	LANSOPRAZOLE ARROW 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS66513612	LANSOPRAZOLE ZYDUS 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68143802	LANZOR 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68088245	OGASTORO 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS67506453	OGASTORO 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS67598964	LANSOPRAZOLE ALMUS 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS67610765	LANSOPRAZOLE EVOLUGEN 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68617684	LANSOPRAZOLE ARROW 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68718808	LANSOPRAZOLE BIOGARAN 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68436253	LANSOPRAZOLE RATIOPHARM 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68266705	LANSOPRAZOLE KRKA 30 mg, gélule gastrorésistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS69346606	OGASTORO 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS69499833	LANSOPRAZOLE CRISTERS 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS69872677	LANSOPRAZOLE ZENTIVA 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS69861702	LANSOPRAZOLE BIOGARAN 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS69847275	LANSOPRAZOLE BGR 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS66769501	LANSOPRAZOLE BIOGARAN 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS67226654	LANSOPRAZOLE ZENTIVA 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS67240910	LANSOPRAZOLE EG 30 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68321824	LANSOPRAZOLE ZENTIVA 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS68810740	LANSOPRAZOLE ALMUS PHARMA 30 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS69966450	LANSOPRAZOLE ALMUS PHARMA 15 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/INg4aiou1ugsvmv8rrtpsnc0glenbb0t20	LANSOPRAZOLE	Q254296
CIS64615821	EXTENCILLINE 1,2 MUI, poudre et solvant pour suspension injectable IM	http://www.romedi.fr/romedi/INfjmhmqgn0vp10fivnhkndt3sn83epp0d	BENZYLPÉNICILLINE	Q258450
CIS64699367	EXTENCILLINE 2,4 MUI, poudre et solvant pour suspension injectable IM	http://www.romedi.fr/romedi/INfjmhmqgn0vp10fivnhkndt3sn83epp0d	BENZYLPÉNICILLINE	Q258450
CIS60243544	PENICILLINE G PANPHARMA 1 000 000 UI, poudre pour usage parentéral	http://www.romedi.fr/romedi/INfjmhmqgn0vp10fivnhkndt3sn83epp0d	BENZYLPÉNICILLINE	Q258450
CIS65922570	PENICILLINE G PANPHARMA 5 000 000 UI, poudre pour usage parentéral	http://www.romedi.fr/romedi/INfjmhmqgn0vp10fivnhkndt3sn83epp0d	BENZYLPÉNICILLINE	Q258450
CIS60195156	BENZATHINE BENZYLPENICILLINE SANDOZ 1,2 MUI, poudre et solvant pour suspension injectable (IM)	http://www.romedi.fr/romedi/INfjmhmqgn0vp10fivnhkndt3sn83epp0d	BENZYLPÉNICILLINE	Q258450
CIS67719832	BENZATHINE BENZYLPENICILLINE SANDOZ 2,4 MUI, poudre et solvant pour suspension injectable (IM)	http://www.romedi.fr/romedi/INfjmhmqgn0vp10fivnhkndt3sn83epp0d	BENZYLPÉNICILLINE	Q258450
CIS62184888	LARGACTIL 25 mg/5 ml, solution injectable en ampoule	http://www.romedi.fr/romedi/IN7fki6mnjia23mhof1kknfitai3tf92c4	CHLORPROMAZINE	Q407972
CIS62816804	LARGACTIL 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN7fki6mnjia23mhof1kknfitai3tf92c4	CHLORPROMAZINE	Q407972
CIS65676987	LARGACTIL 25 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN7fki6mnjia23mhof1kknfitai3tf92c4	CHLORPROMAZINE	Q407972
CIS68513504	LARGACTIL 4 POUR CENT, solution buvable en gouttes	http://www.romedi.fr/romedi/IN7fki6mnjia23mhof1kknfitai3tf92c4	CHLORPROMAZINE	Q407972
CIS61496251	RIVOTRIL 2,5 mg/ml, solution buvable en goutte	http://www.romedi.fr/romedi/INg28spsclup52eplbls675h23ma8bbg2k	CLONAZÉPAM	Q408265
CIS63523836	RIVOTRIL 1 mg/1 ml, solutions à diluer injectables en ampoules	http://www.romedi.fr/romedi/INg28spsclup52eplbls675h23ma8bbg2k	CLONAZÉPAM	Q408265
CIS68429141	RIVOTRIL 2 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/INg28spsclup52eplbls675h23ma8bbg2k	CLONAZÉPAM	Q408265
CIS60565310	EPHEDRINE ARROW 30 mg/ml, solution injectable	http://www.romedi.fr/romedi/INqtbf6r5m9j6hgk8tlasl2poihlkqp9v3	ÉPHÉDRINE	Q219626
CIS60149276	EPHEDRINE AGUETTANT 3 mg/ml, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INqtbf6r5m9j6hgk8tlasl2poihlkqp9v3	ÉPHÉDRINE	Q219626
CIS67732872	EPHEDRINE RENAUDIN 30 mg/ml, solution injectable	http://www.romedi.fr/romedi/INqtbf6r5m9j6hgk8tlasl2poihlkqp9v3	ÉPHÉDRINE	Q219626
CIS67705850	EPHEDRINE AGUETTANT 30mg/ml, solution injectable	http://www.romedi.fr/romedi/INqtbf6r5m9j6hgk8tlasl2poihlkqp9v3	ÉPHÉDRINE	Q219626
CIS62892111	STALEVO 50 mg/12,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS65927172	STALEVO 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS65247735	STALEVO 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS60929244	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS60817925	LEVODOPA/CARBIDOPA/ENTACAPONE EG 50 mg/12.5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS60843197	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 100 mg/25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS61396347	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS61186758	STALEVO 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS61863085	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS63922746	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 50 mg/12,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS63297052	LEVODOPA/CARBIDOPA/ENTACAPONE EG 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS64595144	LEVODOPA/CARBIDOPA/ENTACAPONE EG 175 mg/43,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS64422676	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS65562898	ENTACAPONE MYLAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS65456667	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS65675045	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS65436636	LEVODOPA/CARBIDOPA/ENTACAPONE EG 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS66037184	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS68826958	COMTAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS66851724	STALEVO 200 mg/50 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS68232927	STALEVO 125 mg/31,25 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS69044807	STALEVO 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS66867148	LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 75 mg/18,75 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS66794579	LEVODOPA/CARBIDOPA/ENTACAPONE EG 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
CIS67248405	LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 150 mg/37,5 mg/200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfgnh7knn0qb229dot3g5v0rc535ev1mc	ENTACAPONE	Q416444
